k,train_condition,test_snr,class_idx,class_name,ap_mean,ap_std,auc_mean,auc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
2,M,10,5,KillerWhale,0.946,0.038,0.978,0.0235,0.9336,0.0755,0.819,0.1353,0.8628,0.0571
2,M,10,6,NorthernRightWhale,0.6449,0.1145,0.8772,0.0579,0.5817,0.0932,0.5951,0.2526,0.557,0.138
2,S,-5,0,BottlenoseDolphin,0.4399,0.1081,0.8854,0.042,0.3565,0.0911,0.7143,0.2405,0.4419,0.0365
2,S,-5,1,BowheadWhale,0.5461,0.0802,0.8208,0.0429,0.54,0.0474,0.507,0.2408,0.4934,0.1237
2,S,-5,2,ClymeneDolphin,0.5706,0.0493,0.7918,0.0246,0.684,0.1568,0.3442,0.1144,0.4326,0.0467
2,S,-5,3,Frasherdolphin,0.5891,0.08,0.9102,0.0298,0.5112,0.0703,0.7562,0.1238,0.6052,0.0676
2,S,-5,4,HumpbackWhale,0.5403,0.1774,0.7565,0.0759,0.6661,0.2867,0.3217,0.0805,0.4148,0.102
2,S,-5,5,KillerWhale,0.8359,0.0635,0.9324,0.0285,0.8766,0.1209,0.6238,0.0913,0.7184,0.0412
2,S,-5,6,NorthernRightWhale,0.3397,0.0359,0.6943,0.036,0.3672,0.1366,0.3805,0.1586,0.3344,0.036
2,S,0,0,BottlenoseDolphin,0.6758,0.183,0.9295,0.0509,0.5191,0.2229,0.7143,0.1992,0.5563,0.0687
2,S,0,1,BowheadWhale,0.6487,0.0814,0.8683,0.049,0.5899,0.0734,0.614,0.1908,0.5849,0.0797
2,S,0,2,ClymeneDolphin,0.7796,0.0682,0.903,0.0426,0.7895,0.1679,0.5302,0.1224,0.6177,0.1035
2,S,0,3,Frasherdolphin,0.7195,0.1045,0.9377,0.0175,0.6269,0.0613,0.8187,0.1114,0.7035,0.0423
2,S,0,4,HumpbackWhale,0.6703,0.1665,0.8331,0.066,0.7537,0.2447,0.5261,0.1102,0.6082,0.138
2,S,0,5,KillerWhale,0.912,0.0362,0.964,0.0217,0.9093,0.0958,0.7571,0.1096,0.8176,0.0497
2,S,0,6,NorthernRightWhale,0.4764,0.0383,0.7933,0.0332,0.4501,0.1009,0.4537,0.1854,0.4139,0.0758
2,S,5,0,BottlenoseDolphin,0.7755,0.1856,0.9494,0.0585,0.6332,0.1739,0.819,0.1405,0.6949,0.0783
2,S,5,1,BowheadWhale,0.7439,0.0915,0.908,0.0494,0.6437,0.0954,0.707,0.176,0.6639,0.1013
2,S,5,2,ClymeneDolphin,0.8552,0.0632,0.9401,0.033,0.8604,0.0993,0.6465,0.0921,0.732,0.0666
2,S,5,3,Frasherdolphin,0.8093,0.1019,0.9624,0.0163,0.7023,0.0783,0.8687,0.0677,0.7735,0.052
2,S,5,4,HumpbackWhale,0.7467,0.1503,0.8752,0.0561,0.8212,0.1834,0.6261,0.1563,0.698,0.1349
2,S,5,5,KillerWhale,0.9505,0.0249,0.9819,0.012,0.9235,0.0783,0.8143,0.0814,0.8608,0.0415
2,S,5,6,NorthernRightWhale,0.5884,0.0568,0.8562,0.0398,0.5396,0.1064,0.5561,0.2007,0.5147,0.1003
2,S,10,0,BottlenoseDolphin,0.8176,0.1451,0.9574,0.0496,0.7007,0.1739,0.8095,0.1214,0.7372,0.0912
2,S,10,1,BowheadWhale,0.8156,0.1087,0.9322,0.0475,0.7081,0.1161,0.7581,0.1557,0.7243,0.1032
2,S,10,2,ClymeneDolphin,0.8848,0.0565,0.9573,0.0207,0.8864,0.1099,0.6744,0.0678,0.7615,0.0578
2,S,10,3,Frasherdolphin,0.8397,0.0973,0.9769,0.0127,0.7392,0.0691,0.8937,0.0685,0.8064,0.0472
2,S,10,4,HumpbackWhale,0.7918,0.1397,0.9054,0.0477,0.8261,0.1599,0.7043,0.1542,0.7517,0.1392
2,S,10,5,KillerWhale,0.9729,0.0143,0.9932,0.0046,0.9278,0.0805,0.8571,0.0673,0.8869,0.0311
2,S,10,6,NorthernRightWhale,0.6737,0.0925,0.8868,0.0494,0.5922,0.0988,0.6244,0.2272,0.5831,0.1352
4,C,-5,0,BottlenoseDolphin,0.4459,0.0891,0.8553,0.0247,0.3047,0.0346,0.5429,0.1372,0.384,0.0326
4,C,-5,1,BowheadWhale,0.4152,0.0529,0.749,0.0291,0.6257,0.1436,0.1256,0.0649,0.2012,0.0904
4,C,-5,2,ClymeneDolphin,0.5894,0.0399,0.8808,0.0107,0.5868,0.0834,0.4744,0.1342,0.5125,0.0865
4,C,-5,3,Frasherdolphin,0.3715,0.0379,0.8311,0.0205,0.2476,0.0318,0.8187,0.0601,0.3796,0.0421
4,C,-5,4,HumpbackWhale,0.6091,0.0283,0.8279,0.0262,0.6552,0.0818,0.3478,0.0813,0.4481,0.0646
4,C,-5,5,KillerWhale,0.7612,0.0337,0.9398,0.013,0.7446,0.0501,0.519,0.0353,0.6104,0.0272
4,C,-5,6,NorthernRightWhale,0.3576,0.0228,0.7329,0.043,0.4156,0.0528,0.2488,0.076,0.309,0.0718
4,C,0,0,BottlenoseDolphin,0.673,0.0372,0.9156,0.0189,0.4599,0.057,0.7333,0.0865,0.5612,0.0394
4,C,0,1,BowheadWhale,0.5909,0.0482,0.8402,0.0279,0.8311,0.1765,0.2279,0.0743,0.3447,0.086
4,C,0,2,ClymeneDolphin,0.8624,0.0278,0.9681,0.0066,0.8107,0.1015,0.7256,0.0447,0.7614,0.0456
4,C,0,3,Frasherdolphin,0.6009,0.0368,0.9188,0.0095,0.3547,0.02,0.95,0.028,0.5161,0.0191
4,C,0,4,HumpbackWhale,0.7851,0.0301,0.9085,0.016,0.7967,0.0386,0.6565,0.0389,0.7188,0.0244
4,C,0,5,KillerWhale,0.8685,0.0186,0.972,0.0053,0.8133,0.073,0.7143,0.0476,0.76,0.0542
4,C,0,6,NorthernRightWhale,0.4829,0.0133,0.8011,0.02,0.5776,0.0546,0.2927,0.0597,0.3844,0.0494
4,C,5,0,BottlenoseDolphin,0.7666,0.0527,0.9427,0.0164,0.5297,0.0568,0.7619,0.0583,0.6219,0.0374
4,C,5,1,BowheadWhale,0.7431,0.0553,0.9179,0.0261,0.8293,0.0759,0.4233,0.1289,0.5473,0.0967
4,C,5,2,ClymeneDolphin,0.942,0.0165,0.9886,0.0034,0.8645,0.057,0.8279,0.0353,0.8441,0.0207
4,C,5,3,Frasherdolphin,0.7843,0.0421,0.9607,0.0063,0.4866,0.0207,0.9625,0.014,0.6461,0.0175
4,C,5,4,HumpbackWhale,0.8639,0.0235,0.9347,0.0183,0.8368,0.0523,0.8087,0.0322,0.8215,0.0272
4,C,5,5,KillerWhale,0.9251,0.0222,0.9851,0.0041,0.8518,0.0642,0.8429,0.0433,0.8454,0.0317
4,C,5,6,NorthernRightWhale,0.6173,0.0455,0.8534,0.0221,0.7348,0.0502,0.4244,0.0443,0.5362,0.037
4,C,10,0,BottlenoseDolphin,0.8372,0.0387,0.9606,0.0139,0.7002,0.1023,0.781,0.0426,0.7349,0.0588
4,C,10,1,BowheadWhale,0.8744,0.0395,0.9585,0.02,0.9154,0.0536,0.6326,0.0964,0.744,0.0705
4,C,10,2,ClymeneDolphin,0.9641,0.0174,0.9936,0.0026,0.905,0.0341,0.9116,0.0382,0.9074,0.0166
4,C,10,3,Frasherdolphin,0.8454,0.0573,0.9696,0.0043,0.5902,0.0256,0.9687,0.0,0.7333,0.0195
4,C,10,4,HumpbackWhale,0.9132,0.0158,0.9611,0.018,0.8678,0.0526,0.8348,0.0248,0.85,0.0255
4,C,10,5,KillerWhale,0.954,0.0306,0.9914,0.0044,0.8381,0.0469,0.9286,0.0445,0.8806,0.041
4,C,10,6,NorthernRightWhale,0.7567,0.0371,0.9061,0.0124,0.8125,0.0312,0.5415,0.0631,0.6474,0.0446
4,M,-5,0,BottlenoseDolphin,0.5291,0.1358,0.9028,0.0297,0.4207,0.0673,0.6571,0.0621,0.5122,0.0684
4,M,-5,1,BowheadWhale,0.5965,0.0822,0.857,0.0405,0.5949,0.0504,0.6047,0.1462,0.591,0.0864
4,M,-5,2,ClymeneDolphin,0.6537,0.0936,0.8988,0.0382,0.6473,0.0602,0.5721,0.069,0.6067,0.0611
4,M,-5,3,Frasherdolphin,0.6996,0.0867,0.929,0.0344,0.6473,0.0622,0.8125,0.1013,0.7158,0.0457
4,M,-5,4,HumpbackWhale,0.6892,0.0861,0.8571,0.0243,0.674,0.0211,0.5652,0.1434,0.6062,0.0935
4,M,-5,5,KillerWhale,0.8727,0.046,0.9651,0.0205,0.8588,0.0605,0.7714,0.1005,0.812,0.0833
4,M,-5,6,NorthernRightWhale,0.4173,0.0727,0.7393,0.0741,0.3987,0.0825,0.3415,0.0752,0.3633,0.0641
4,M,0,0,BottlenoseDolphin,0.6951,0.1889,0.9404,0.034,0.5627,0.1169,0.7238,0.0621,0.6291,0.0892
4,M,0,1,BowheadWhale,0.7191,0.1218,0.9025,0.0384,0.6367,0.0356,0.6977,0.1824,0.6556,0.0972
4,M,0,2,ClymeneDolphin,0.7906,0.0987,0.9543,0.0179,0.7436,0.0668,0.7256,0.1257,0.7326,0.0926
4,M,0,3,Frasherdolphin,0.7868,0.0681,0.9403,0.0372,0.7246,0.0823,0.8187,0.0948,0.7619,0.0423
4,M,0,4,HumpbackWhale,0.7863,0.0568,0.9075,0.0237,0.7798,0.038,0.6826,0.0587,0.726,0.0317
4,M,0,5,KillerWhale,0.9277,0.0296,0.9785,0.016,0.9021,0.0242,0.8429,0.0884,0.87,0.0583
4,M,0,6,NorthernRightWhale,0.5134,0.0702,0.8114,0.0597,0.5276,0.1187,0.439,0.1049,0.4741,0.0999
4,M,5,0,BottlenoseDolphin,0.8009,0.1592,0.9539,0.0424,0.7153,0.1849,0.8095,0.0825,0.7526,0.1289
4,M,5,1,BowheadWhale,0.794,0.1225,0.9407,0.0347,0.6838,0.0548,0.7581,0.1901,0.7087,0.1076
4,M,5,2,ClymeneDolphin,0.8672,0.0531,0.9692,0.0137,0.8106,0.0836,0.7581,0.127,0.7809,0.0962
4,M,5,3,Frasherdolphin,0.8575,0.0459,0.9656,0.0304,0.7708,0.1057,0.8562,0.09,0.8026,0.0335
4,M,5,4,HumpbackWhale,0.842,0.0491,0.9272,0.0215,0.8092,0.0715,0.7826,0.0554,0.7932,0.0373
4,M,5,5,KillerWhale,0.9609,0.0222,0.9875,0.013,0.9113,0.0312,0.8905,0.0706,0.9003,0.05
4,M,5,6,NorthernRightWhale,0.6271,0.0888,0.8641,0.0563,0.6306,0.1572,0.4829,0.0997,0.5368,0.0967
4,M,10,0,BottlenoseDolphin,0.8353,0.1262,0.954,0.0512,0.7558,0.1642,0.8286,0.1195,0.7857,0.1306
4,M,10,1,BowheadWhale,0.8415,0.1107,0.9598,0.0268,0.7146,0.0907,0.814,0.1594,0.7538,0.1013
4,M,10,2,ClymeneDolphin,0.889,0.0409,0.9779,0.0103,0.848,0.0428,0.8047,0.0832,0.8244,0.0565
4,M,10,3,Frasherdolphin,0.8955,0.0257,0.9773,0.0198,0.8105,0.0783,0.875,0.0797,0.836,0.0214
4,M,10,4,HumpbackWhale,0.8871,0.0348,0.9509,0.0151,0.8589,0.0594,0.8261,0.0435,0.841,0.0385
4,M,10,5,KillerWhale,0.9758,0.0182,0.9914,0.0115,0.9191,0.0441,0.9095,0.0458,0.9138,0.0395
4,M,10,6,NorthernRightWhale,0.7154,0.0993,0.8999,0.0517,0.7483,0.1594,0.5951,0.173,0.653,0.1397
4,S,-5,0,BottlenoseDolphin,0.4385,0.1178,0.8938,0.044,0.3274,0.0915,0.7238,0.1629,0.4465,0.1045
4,S,-5,1,BowheadWhale,0.5151,0.0694,0.8187,0.0612,0.5346,0.1103,0.4186,0.0789,0.4677,0.0847
4,S,-5,2,ClymeneDolphin,0.6223,0.096,0.8529,0.0404,0.6408,0.0738,0.4512,0.1311,0.5249,0.1072
4,S,-5,3,Frasherdolphin,0.6514,0.0813,0.917,0.0204,0.5217,0.1111,0.7437,0.0867,0.6023,0.0682
4,S,-5,4,HumpbackWhale,0.7217,0.1262,0.8698,0.0698,0.7176,0.0771,0.5435,0.1648,0.6087,0.1201
4,S,-5,5,KillerWhale,0.8421,0.0555,0.9399,0.0241,0.8481,0.0803,0.6571,0.1435,0.7297,0.0918
4,S,-5,6,NorthernRightWhale,0.3719,0.07,0.7301,0.0405,0.359,0.0802,0.3463,0.0834,0.3496,0.0715
4,S,0,0,BottlenoseDolphin,0.6647,0.144,0.947,0.0221,0.5076,0.1005,0.8286,0.1096,0.6219,0.0756
4,S,0,1,BowheadWhale,0.6827,0.1264,0.8885,0.0616,0.6454,0.0987,0.5767,0.1428,0.6057,0.1177
4,S,0,2,ClymeneDolphin,0.841,0.077,0.9502,0.0236,0.7956,0.0968,0.6512,0.1366,0.7118,0.1088
4,S,0,3,Frasherdolphin,0.824,0.0663,0.9531,0.0214,0.7063,0.1724,0.8312,0.1003,0.7492,0.1072
4,S,0,4,HumpbackWhale,0.8088,0.094,0.9185,0.0395,0.7513,0.0464,0.713,0.1069,0.7277,0.0624
4,S,0,5,KillerWhale,0.9233,0.0391,0.9715,0.0194,0.8732,0.0834,0.781,0.1171,0.8176,0.0711
4,S,0,6,NorthernRightWhale,0.5135,0.0885,0.8054,0.0534,0.498,0.0792,0.4585,0.1175,0.4755,0.0955
4,S,5,0,BottlenoseDolphin,0.7848,0.1248,0.9658,0.0193,0.6421,0.0817,0.8095,0.1117,0.7111,0.0681
4,S,5,1,BowheadWhale,0.7877,0.1411,0.9317,0.0477,0.7131,0.0996,0.7581,0.1745,0.7315,0.1301
4,S,5,2,ClymeneDolphin,0.9154,0.0443,0.9767,0.0124,0.8775,0.0671,0.786,0.1045,0.8264,0.0754
4,S,5,3,Frasherdolphin,0.9001,0.046,0.9787,0.0142,0.7829,0.1385,0.8937,0.0685,0.8255,0.0704
4,S,5,4,HumpbackWhale,0.8575,0.0469,0.9446,0.0143,0.7935,0.087,0.8,0.0519,0.7927,0.0356
4,S,5,5,KillerWhale,0.9581,0.0307,0.9844,0.0147,0.9034,0.0504,0.8667,0.0884,0.8821,0.0533
4,S,5,6,NorthernRightWhale,0.6451,0.1105,0.864,0.0473,0.6711,0.116,0.522,0.1099,0.5846,0.1034
4,S,10,0,BottlenoseDolphin,0.8577,0.0799,0.9765,0.02,0.7735,0.0938,0.8571,0.0952,0.8079,0.0609
4,S,10,1,BowheadWhale,0.8371,0.135,0.9569,0.0293,0.7518,0.0965,0.8326,0.1493,0.789,0.1178
4,S,10,2,ClymeneDolphin,0.9314,0.0371,0.9832,0.0096,0.8969,0.0782,0.8465,0.0709,0.8688,0.0574
4,S,10,3,Frasherdolphin,0.9443,0.0336,0.9915,0.0051,0.8688,0.1149,0.9062,0.0797,0.8808,0.0595
4,S,10,4,HumpbackWhale,0.8922,0.0163,0.9608,0.0088,0.8079,0.0813,0.8435,0.0357,0.8234,0.0454
4,S,10,5,KillerWhale,0.973,0.0189,0.9896,0.012,0.9232,0.0425,0.9381,0.0433,0.9292,0.0182
4,S,10,6,NorthernRightWhale,0.7278,0.1393,0.8896,0.0589,0.7416,0.1742,0.5561,0.1318,0.6332,0.1418
8,C,-5,0,BottlenoseDolphin,0.4761,0.0354,0.8796,0.0287,0.3831,0.0566,0.5619,0.1444,0.4435,0.0286
8,C,-5,1,BowheadWhale,0.3882,0.0468,0.7323,0.0431,0.5552,0.1545,0.0977,0.0303,0.1643,0.0449
8,C,-5,2,ClymeneDolphin,0.6294,0.0371,0.8724,0.0199,0.5912,0.0734,0.4372,0.0624,0.5022,0.0661
8,C,-5,3,Frasherdolphin,0.4139,0.0953,0.838,0.0345,0.2309,0.0299,0.8625,0.0356,0.3638,0.0392
8,C,-5,4,HumpbackWhale,0.6314,0.0397,0.8571,0.0246,0.7042,0.0788,0.3565,0.0194,0.4712,0.0087
8,C,-5,5,KillerWhale,0.7602,0.0484,0.9392,0.0098,0.7432,0.0745,0.5905,0.0458,0.6565,0.0461
8,C,-5,6,NorthernRightWhale,0.3346,0.0174,0.696,0.023,0.4893,0.0827,0.2195,0.0572,0.2996,0.0683
8,C,0,0,BottlenoseDolphin,0.6848,0.0576,0.9271,0.016,0.5212,0.0995,0.6762,0.1233,0.5728,0.0261
8,C,0,1,BowheadWhale,0.5102,0.0446,0.8064,0.0233,0.6855,0.065,0.1767,0.0353,0.279,0.0429
8,C,0,2,ClymeneDolphin,0.8734,0.0453,0.9668,0.0156,0.8098,0.0593,0.7302,0.0709,0.7671,0.0607
8,C,0,3,Frasherdolphin,0.6204,0.0909,0.9193,0.0159,0.32,0.0393,0.95,0.028,0.4778,0.0447
8,C,0,4,HumpbackWhale,0.8042,0.0322,0.9175,0.0206,0.811,0.0842,0.6348,0.0418,0.7091,0.0287
8,C,0,5,KillerWhale,0.8569,0.0374,0.9685,0.0074,0.7708,0.0928,0.7,0.0706,0.7297,0.0505
8,C,0,6,NorthernRightWhale,0.4556,0.0451,0.7789,0.0257,0.6145,0.1121,0.2634,0.074,0.3601,0.0673
8,C,5,0,BottlenoseDolphin,0.7713,0.0456,0.9515,0.0157,0.576,0.0765,0.7429,0.0865,0.6412,0.0186
8,C,5,1,BowheadWhale,0.6684,0.0434,0.879,0.0239,0.8207,0.0569,0.386,0.0649,0.5231,0.0685
8,C,5,2,ClymeneDolphin,0.9404,0.0257,0.9882,0.0047,0.8701,0.0401,0.8419,0.0602,0.8553,0.0467
8,C,5,3,Frasherdolphin,0.767,0.0896,0.9559,0.0097,0.4434,0.0494,0.9625,0.014,0.6056,0.0445
8,C,5,4,HumpbackWhale,0.8731,0.0199,0.946,0.0108,0.8249,0.0576,0.8043,0.0154,0.8139,0.0337
8,C,5,5,KillerWhale,0.9085,0.059,0.9827,0.0075,0.7942,0.0513,0.8476,0.0494,0.8185,0.0301
8,C,5,6,NorthernRightWhale,0.5603,0.0682,0.8232,0.0374,0.7248,0.0594,0.322,0.0631,0.4437,0.0679
8,C,10,0,BottlenoseDolphin,0.8462,0.0108,0.9653,0.0116,0.6539,0.1216,0.7714,0.0782,0.6979,0.0614
8,C,10,1,BowheadWhale,0.807,0.0352,0.9379,0.014,0.8683,0.0471,0.586,0.0624,0.6989,0.055
8,C,10,2,ClymeneDolphin,0.9692,0.0118,0.9938,0.002,0.9137,0.0254,0.8791,0.0382,0.8955,0.022
8,C,10,3,Frasherdolphin,0.8567,0.0869,0.9741,0.0111,0.5333,0.0742,0.9687,0.0,0.6855,0.0608
8,C,10,4,HumpbackWhale,0.9151,0.0104,0.9661,0.0082,0.852,0.0695,0.8261,0.0154,0.838,0.0385
8,C,10,5,KillerWhale,0.9429,0.0437,0.9903,0.0037,0.8348,0.0657,0.9333,0.0261,0.88,0.0379
8,C,10,6,NorthernRightWhale,0.6954,0.0681,0.879,0.0398,0.8044,0.0572,0.4098,0.0886,0.5399,0.0876
8,M,-5,0,BottlenoseDolphin,0.5586,0.0819,0.9317,0.0185,0.4352,0.0651,0.7429,0.1287,0.5452,0.0741
8,M,-5,1,BowheadWhale,0.6329,0.041,0.8623,0.0293,0.6552,0.0714,0.5907,0.0709,0.616,0.0351
8,M,-5,2,ClymeneDolphin,0.7275,0.0455,0.9128,0.0209,0.7206,0.0774,0.5721,0.1458,0.6223,0.0623
8,M,-5,3,Frasherdolphin,0.708,0.0678,0.9206,0.0158,0.6276,0.1021,0.7875,0.1489,0.6935,0.1065
8,M,-5,4,HumpbackWhale,0.7176,0.0679,0.8684,0.0193,0.7582,0.0436,0.6043,0.0623,0.6705,0.0398
8,M,-5,5,KillerWhale,0.9053,0.0286,0.9703,0.0198,0.8632,0.0398,0.7667,0.0832,0.8095,0.0465
8,M,-5,6,NorthernRightWhale,0.5143,0.0467,0.7971,0.0455,0.506,0.0481,0.5122,0.1131,0.5,0.0351
8,M,0,0,BottlenoseDolphin,0.8153,0.0663,0.974,0.0104,0.6021,0.0891,0.7619,0.0825,0.6711,0.0809
8,M,0,1,BowheadWhale,0.7859,0.0632,0.921,0.0188,0.7244,0.0779,0.7209,0.0771,0.7194,0.0548
8,M,0,2,ClymeneDolphin,0.8836,0.0395,0.967,0.0047,0.8299,0.0616,0.7581,0.0848,0.7882,0.0443
8,M,0,3,Frasherdolphin,0.8451,0.0433,0.9611,0.0129,0.7061,0.0747,0.8312,0.0815,0.7607,0.0619
8,M,0,4,HumpbackWhale,0.8054,0.0797,0.919,0.0133,0.7899,0.0651,0.7304,0.0793,0.7577,0.0662
