k,train_condition,test_snr,class_idx,class_name,ap_mean,ap_std,auc_mean,auc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
8,M,0,5,KillerWhale,0.9556,0.0142,0.9872,0.0079,0.9251,0.0278,0.8571,0.0807,0.8874,0.0372
8,M,0,6,NorthernRightWhale,0.6237,0.055,0.8642,0.0316,0.607,0.0515,0.5756,0.0922,0.5894,0.068
8,M,5,0,BottlenoseDolphin,0.9228,0.0305,0.9893,0.0058,0.7946,0.085,0.8286,0.1195,0.8076,0.089
8,M,5,1,BowheadWhale,0.8635,0.0703,0.953,0.0307,0.7885,0.0752,0.8186,0.095,0.799,0.0533
8,M,5,2,ClymeneDolphin,0.9475,0.0212,0.9827,0.0064,0.8868,0.0325,0.8651,0.0579,0.8747,0.034
8,M,5,3,Frasherdolphin,0.9338,0.0382,0.9873,0.0073,0.8389,0.0667,0.9062,0.0312,0.8694,0.0327
8,M,5,4,HumpbackWhale,0.8577,0.0573,0.9463,0.0204,0.8078,0.0282,0.8522,0.0496,0.8284,0.0226
8,M,5,5,KillerWhale,0.9735,0.0127,0.9922,0.0049,0.9432,0.041,0.8905,0.0665,0.9137,0.023
8,M,5,6,NorthernRightWhale,0.726,0.0485,0.9159,0.0306,0.7044,0.0406,0.6098,0.1063,0.6478,0.0459
8,M,10,0,BottlenoseDolphin,0.9471,0.023,0.9928,0.0061,0.8551,0.094,0.8476,0.0398,0.8495,0.0578
8,M,10,1,BowheadWhale,0.9105,0.0509,0.9684,0.0295,0.8135,0.0532,0.8512,0.0709,0.8295,0.0367
8,M,10,2,ClymeneDolphin,0.9649,0.0098,0.9876,0.007,0.9196,0.0366,0.8884,0.0602,0.9025,0.0354
8,M,10,3,Frasherdolphin,0.9671,0.0322,0.9946,0.0048,0.8886,0.0605,0.9562,0.0356,0.9197,0.0312
8,M,10,4,HumpbackWhale,0.8978,0.0615,0.9671,0.0188,0.853,0.0471,0.887,0.0357,0.8683,0.0166
8,M,10,5,KillerWhale,0.983,0.0088,0.9955,0.0025,0.9292,0.0232,0.919,0.0548,0.9229,0.0213
8,M,10,6,NorthernRightWhale,0.8178,0.0479,0.947,0.0297,0.7834,0.0503,0.6829,0.0597,0.7267,0.0216
8,S,-5,0,BottlenoseDolphin,0.4628,0.0937,0.8853,0.0411,0.3344,0.0882,0.7048,0.1137,0.4467,0.0775
8,S,-5,1,BowheadWhale,0.6044,0.0474,0.857,0.0268,0.5383,0.0552,0.5209,0.1259,0.5222,0.0715
8,S,-5,2,ClymeneDolphin,0.6629,0.0539,0.8699,0.0351,0.7406,0.1029,0.4279,0.1158,0.5264,0.0625
8,S,-5,3,Frasherdolphin,0.6675,0.0568,0.9234,0.0177,0.5427,0.0849,0.7812,0.1083,0.6361,0.0758
8,S,-5,4,HumpbackWhale,0.6749,0.0426,0.8331,0.0298,0.7875,0.0438,0.4739,0.0283,0.5905,0.0179
8,S,-5,5,KillerWhale,0.893,0.029,0.9615,0.0159,0.9052,0.0435,0.7143,0.0807,0.7961,0.0535
8,S,-5,6,NorthernRightWhale,0.379,0.1077,0.7535,0.058,0.3641,0.0741,0.4098,0.1055,0.3845,0.0867
8,S,0,0,BottlenoseDolphin,0.6966,0.1116,0.9479,0.0244,0.5183,0.1142,0.8,0.0916,0.6231,0.0862
8,S,0,1,BowheadWhale,0.7325,0.0353,0.9206,0.0161,0.6673,0.0401,0.6977,0.1103,0.6759,0.0335
8,S,0,2,ClymeneDolphin,0.8989,0.0219,0.9636,0.014,0.8913,0.0663,0.7116,0.1008,0.7845,0.0314
8,S,0,3,Frasherdolphin,0.8269,0.0276,0.9585,0.0077,0.6895,0.0878,0.8562,0.0474,0.76,0.0524
8,S,0,4,HumpbackWhale,0.8262,0.0165,0.9094,0.0224,0.8433,0.0675,0.6783,0.0418,0.7502,0.0365
8,S,0,5,KillerWhale,0.9438,0.018,0.9767,0.0113,0.9215,0.0531,0.8286,0.0797,0.8689,0.0304
8,S,0,6,NorthernRightWhale,0.5373,0.0958,0.8452,0.0381,0.5438,0.0657,0.5171,0.0966,0.5289,0.0799
8,S,5,0,BottlenoseDolphin,0.812,0.1115,0.978,0.013,0.6669,0.111,0.8381,0.0722,0.7378,0.076
8,S,5,1,BowheadWhale,0.8468,0.0298,0.9579,0.0079,0.7435,0.0169,0.7907,0.1356,0.7608,0.0691
8,S,5,2,ClymeneDolphin,0.9503,0.0174,0.9827,0.0086,0.9365,0.0444,0.8419,0.0829,0.8836,0.0442
8,S,5,3,Frasherdolphin,0.9264,0.0449,0.9875,0.0042,0.7975,0.0672,0.9062,0.0383,0.8467,0.0399
8,S,5,4,HumpbackWhale,0.9014,0.0177,0.946,0.0222,0.8771,0.0413,0.8174,0.033,0.845,0.012
8,S,5,5,KillerWhale,0.9606,0.0196,0.9832,0.0119,0.93,0.0366,0.9048,0.0734,0.9147,0.0263
8,S,5,6,NorthernRightWhale,0.7217,0.0523,0.9139,0.0221,0.6821,0.0715,0.6,0.1126,0.6373,0.0959
8,S,10,0,BottlenoseDolphin,0.8714,0.0945,0.987,0.0075,0.7808,0.0998,0.819,0.0916,0.7972,0.082
8,S,10,1,BowheadWhale,0.8954,0.0335,0.9734,0.0119,0.7621,0.0312,0.8512,0.0816,0.8014,0.0277
8,S,10,2,ClymeneDolphin,0.954,0.03,0.9887,0.0059,0.9398,0.0461,0.8977,0.0389,0.9169,0.0164
8,S,10,3,Frasherdolphin,0.956,0.0388,0.9947,0.0028,0.864,0.0284,0.95,0.028,0.9048,0.0247
8,S,10,4,HumpbackWhale,0.9321,0.0147,0.9624,0.0207,0.8861,0.0326,0.8609,0.0451,0.872,0.0118
8,S,10,5,KillerWhale,0.9738,0.0122,0.9875,0.011,0.9346,0.0327,0.9143,0.0665,0.9223,0.0219
8,S,10,6,NorthernRightWhale,0.825,0.053,0.9476,0.0179,0.7677,0.0496,0.6585,0.0668,0.7077,0.0514
16,C,-5,0,BottlenoseDolphin,0.4618,0.0237,0.8671,0.0055,0.291,0.0379,0.5143,0.1032,0.3697,0.0499
16,C,-5,1,BowheadWhale,0.3908,0.0285,0.7235,0.0409,0.5467,0.0776,0.1349,0.0447,0.2127,0.0604
16,C,-5,2,ClymeneDolphin,0.6014,0.0495,0.8679,0.0222,0.5803,0.0696,0.4372,0.0978,0.4896,0.0528
16,C,-5,3,Frasherdolphin,0.4662,0.0823,0.8485,0.0195,0.2344,0.0214,0.8812,0.0513,0.3693,0.0238
16,C,-5,4,HumpbackWhale,0.605,0.0319,0.8236,0.0316,0.7425,0.0459,0.3087,0.0953,0.4271,0.0863
16,C,-5,5,KillerWhale,0.7747,0.0407,0.9358,0.0124,0.7453,0.0519,0.5143,0.0494,0.6079,0.0464
16,C,-5,6,NorthernRightWhale,0.3146,0.0194,0.7202,0.0297,0.4118,0.0734,0.1707,0.0345,0.241,0.0462
16,C,0,0,BottlenoseDolphin,0.6499,0.048,0.9199,0.007,0.4019,0.048,0.6952,0.0426,0.5084,0.0439
16,C,0,1,BowheadWhale,0.5423,0.03,0.8055,0.0359,0.7295,0.0791,0.214,0.0555,0.3266,0.0658
16,C,0,2,ClymeneDolphin,0.8531,0.044,0.9651,0.0106,0.8148,0.1032,0.707,0.0728,0.7515,0.0516
16,C,0,3,Frasherdolphin,0.6914,0.0939,0.9333,0.0127,0.3136,0.0332,0.9375,0.0312,0.4687,0.0339
16,C,0,4,HumpbackWhale,0.7879,0.0513,0.9198,0.0204,0.8307,0.0286,0.5826,0.1195,0.6776,0.0846
16,C,0,5,KillerWhale,0.8766,0.0313,0.9665,0.0096,0.8115,0.0454,0.6714,0.0391,0.7343,0.0351
16,C,0,6,NorthernRightWhale,0.4487,0.0316,0.7955,0.0199,0.5789,0.0725,0.2341,0.037,0.3328,0.0468
16,C,5,0,BottlenoseDolphin,0.7031,0.0506,0.9501,0.0032,0.4943,0.0133,0.7905,0.0426,0.6079,0.0167
16,C,5,1,BowheadWhale,0.6921,0.0288,0.8829,0.0283,0.7927,0.06,0.4326,0.0995,0.5556,0.0927
16,C,5,2,ClymeneDolphin,0.9376,0.0235,0.9878,0.0045,0.8654,0.0528,0.8419,0.0195,0.8523,0.018
16,C,5,3,Frasherdolphin,0.8803,0.037,0.9699,0.0059,0.4473,0.0201,0.9625,0.014,0.6104,0.0173
16,C,5,4,HumpbackWhale,0.8732,0.0441,0.9531,0.0085,0.8896,0.0588,0.787,0.0471,0.8342,0.0424
16,C,5,5,KillerWhale,0.9293,0.0364,0.9815,0.0106,0.855,0.0381,0.8333,0.0376,0.8433,0.0257
16,C,5,6,NorthernRightWhale,0.5738,0.0217,0.8587,0.0146,0.7238,0.0681,0.322,0.0469,0.4452,0.0564
16,C,10,0,BottlenoseDolphin,0.7788,0.0688,0.965,0.0043,0.5888,0.0633,0.7619,0.0337,0.6626,0.0413
16,C,10,1,BowheadWhale,0.8399,0.0361,0.9451,0.0088,0.8732,0.0216,0.6047,0.0435,0.7136,0.0306
16,C,10,2,ClymeneDolphin,0.966,0.0122,0.9931,0.0026,0.8941,0.0319,0.893,0.0265,0.8931,0.0169
16,C,10,3,Frasherdolphin,0.94,0.0124,0.9829,0.0059,0.5554,0.0292,0.9625,0.014,0.7038,0.0212
16,C,10,4,HumpbackWhale,0.9308,0.0212,0.9715,0.0062,0.8841,0.0503,0.8391,0.0194,0.8601,0.0201
16,C,10,5,KillerWhale,0.9619,0.018,0.9905,0.0074,0.857,0.0385,0.9333,0.0199,0.8933,0.0266
16,C,10,6,NorthernRightWhale,0.7419,0.0256,0.9137,0.0123,0.8229,0.0534,0.4537,0.0327,0.5848,0.0402
16,M,-5,0,BottlenoseDolphin,0.6761,0.0684,0.9543,0.004,0.4971,0.0664,0.7714,0.0916,0.6014,0.0572
16,M,-5,1,BowheadWhale,0.7308,0.0647,0.901,0.0223,0.6755,0.0908,0.707,0.0584,0.6847,0.0385
16,M,-5,2,ClymeneDolphin,0.7476,0.0585,0.9345,0.0258,0.7325,0.037,0.6419,0.1135,0.6793,0.0603
16,M,-5,3,Frasherdolphin,0.7379,0.0236,0.9153,0.0174,0.6637,0.0504,0.7875,0.0407,0.7186,0.0282
16,M,-5,4,HumpbackWhale,0.7861,0.024,0.8994,0.012,0.7745,0.061,0.6435,0.0917,0.6992,0.0587
16,M,-5,5,KillerWhale,0.9294,0.0136,0.9811,0.0042,0.8944,0.0399,0.8429,0.0361,0.8677,0.0352
16,M,-5,6,NorthernRightWhale,0.4919,0.0549,0.8391,0.0296,0.5348,0.0697,0.4537,0.0802,0.4895,0.072
16,M,0,0,BottlenoseDolphin,0.8691,0.0241,0.9826,0.0047,0.7041,0.0905,0.7905,0.0639,0.74,0.0489
16,M,0,1,BowheadWhale,0.8446,0.0403,0.9438,0.0254,0.7442,0.0767,0.8233,0.0628,0.779,0.0479
16,M,0,2,ClymeneDolphin,0.9092,0.0444,0.975,0.0141,0.844,0.0305,0.8186,0.0447,0.8299,0.0154
16,M,0,3,Frasherdolphin,0.8697,0.0213,0.9603,0.0083,0.7682,0.031,0.8437,0.0221,0.8037,0.0165
16,M,0,4,HumpbackWhale,0.8787,0.0183,0.9476,0.0148,0.8194,0.0201,0.7652,0.0496,0.7904,0.0237
16,M,0,5,KillerWhale,0.9779,0.0067,0.996,0.0014,0.9316,0.0176,0.9,0.0391,0.915,0.0191
16,M,0,6,NorthernRightWhale,0.6503,0.0356,0.9133,0.0179,0.6652,0.0641,0.5707,0.0724,0.6115,0.0497
16,M,5,0,BottlenoseDolphin,0.9397,0.0208,0.9915,0.006,0.848,0.0838,0.8286,0.0543,0.8375,0.065
16,M,5,1,BowheadWhale,0.906,0.0347,0.9681,0.0237,0.7211,0.0725,0.8837,0.0435,0.7931,0.0543
16,M,5,2,ClymeneDolphin,0.9558,0.0225,0.9885,0.006,0.8998,0.023,0.8744,0.0628,0.886,0.0351
16,M,5,3,Frasherdolphin,0.9492,0.0279,0.9894,0.0101,0.866,0.054,0.9062,0.0312,0.8846,0.0288
16,M,5,4,HumpbackWhale,0.9305,0.0237,0.9658,0.0195,0.872,0.0387,0.8435,0.0389,0.8565,0.0208
16,M,5,5,KillerWhale,0.9878,0.0078,0.9979,0.0008,0.9515,0.0159,0.9286,0.0168,0.9397,0.0087
16,M,5,6,NorthernRightWhale,0.7877,0.0306,0.9527,0.0134,0.7631,0.0858,0.6195,0.1072,0.6808,0.0854
16,M,10,0,BottlenoseDolphin,0.9526,0.0185,0.9942,0.0037,0.9204,0.0693,0.8381,0.0426,0.8762,0.0446
16,M,10,1,BowheadWhale,0.931,0.0281,0.9767,0.0184,0.7757,0.0451,0.9256,0.0416,0.8435,0.0374
16,M,10,2,ClymeneDolphin,0.9609,0.028,0.9918,0.0056,0.9388,0.0169,0.9163,0.051,0.9265,0.0221
16,M,10,3,Frasherdolphin,0.9777,0.0191,0.9965,0.0036,0.9254,0.0538,0.9625,0.0342,0.9424,0.0272
16,M,10,4,HumpbackWhale,0.9523,0.0164,0.9766,0.0139,0.9179,0.0114,0.8739,0.0322,0.8951,0.0184
16,M,10,5,KillerWhale,0.992,0.0038,0.9984,0.0008,0.9576,0.0189,0.9619,0.0213,0.9596,0.0161
16,M,10,6,NorthernRightWhale,0.8612,0.039,0.9678,0.0225,0.8442,0.0378,0.7415,0.0506,0.7892,0.0427
16,S,-5,0,BottlenoseDolphin,0.5837,0.0718,0.929,0.0167,0.3908,0.0642,0.7905,0.0797,0.5189,0.0577
16,S,-5,1,BowheadWhale,0.6048,0.0492,0.8524,0.0149,0.5494,0.0671,0.5721,0.127,0.5537,0.0819
16,S,-5,2,ClymeneDolphin,0.7174,0.0773,0.9093,0.0341,0.7449,0.0714,0.493,0.1555,0.5831,0.1254
16,S,-5,3,Frasherdolphin,0.6909,0.0474,0.918,0.0101,0.6213,0.0178,0.7375,0.0474,0.6738,0.0243
16,S,-5,4,HumpbackWhale,0.6832,0.038,0.8476,0.0102,0.7357,0.0675,0.5609,0.0496,0.6353,0.0487
16,S,-5,5,KillerWhale,0.8932,0.0393,0.9567,0.0194,0.9199,0.0444,0.7333,0.0702,0.8136,0.0418
16,S,-5,6,NorthernRightWhale,0.3928,0.0483,0.765,0.0239,0.3865,0.0574,0.4049,0.0969,0.3882,0.0506
16,S,0,0,BottlenoseDolphin,0.8198,0.0364,0.9711,0.0063,0.5945,0.0747,0.819,0.0398,0.6855,0.0451
16,S,0,1,BowheadWhale,0.7544,0.0361,0.9248,0.0137,0.6751,0.0554,0.7116,0.0799,0.6886,0.0363
16,S,0,2,ClymeneDolphin,0.9358,0.0203,0.9786,0.0089,0.9123,0.0184,0.8047,0.0939,0.8521,0.0437
16,S,0,3,Frasherdolphin,0.8727,0.0237,0.9645,0.0076,0.7905,0.0546,0.8312,0.0171,0.8092,0.0243
16,S,0,4,HumpbackWhale,0.8245,0.0243,0.9069,0.0239,0.8021,0.0559,0.7217,0.0283,0.7585,0.0253
16,S,0,5,KillerWhale,0.9549,0.0196,0.9837,0.012,0.9522,0.0212,0.8476,0.0271,0.8966,0.0193
16,S,0,6,NorthernRightWhale,0.5461,0.0543,0.8628,0.0271,0.5462,0.0574,0.5561,0.076,0.5486,0.0511
16,S,5,0,BottlenoseDolphin,0.9037,0.018,0.9878,0.0045,0.7401,0.0803,0.8667,0.0398,0.7966,0.053
16,S,5,1,BowheadWhale,0.8561,0.0635,0.9621,0.0154,0.7441,0.0459,0.8372,0.0593,0.786,0.0321
16,S,5,2,ClymeneDolphin,0.9697,0.011,0.9853,0.0136,0.9387,0.0314,0.9023,0.0382,0.9193,0.0161
16,S,5,3,Frasherdolphin,0.9576,0.0147,0.9872,0.0102,0.9051,0.0224,0.8937,0.0474,0.899,0.0298
16,S,5,4,HumpbackWhale,0.8987,0.0256,0.9452,0.0253,0.8422,0.0495,0.8261,0.0266,0.8337,0.0348
16,S,5,5,KillerWhale,0.9756,0.0203,0.9917,0.0085,0.9504,0.0344,0.9048,0.0292,0.9269,0.0295
16,S,5,6,NorthernRightWhale,0.7036,0.0445,0.9221,0.0263,0.6998,0.0347,0.6195,0.0764,0.6546,0.045
16,S,10,0,BottlenoseDolphin,0.9122,0.0226,0.9907,0.0033,0.8101,0.0607,0.7905,0.0797,0.7972,0.0492
16,S,10,1,BowheadWhale,0.9106,0.0618,0.974,0.0132,0.8041,0.051,0.8744,0.0746,0.8368,0.0546
16,S,10,2,ClymeneDolphin,0.9751,0.0132,0.9885,0.0133,0.9387,0.0104,0.9209,0.0453,0.9291,0.0204
16,S,10,3,Frasherdolphin,0.9806,0.0108,0.9932,0.0102,0.9063,0.0365,0.9562,0.0171,0.9303,0.0225
16,S,10,4,HumpbackWhale,0.933,0.0133,0.967,0.0095,0.8523,0.0501,0.8652,0.0357,0.8581,0.037
16,S,10,5,KillerWhale,0.9834,0.0161,0.9952,0.0054,0.9524,0.0337,0.9429,0.0271,0.9474,0.0275
16,S,10,6,NorthernRightWhale,0.8357,0.055,0.9573,0.0172,0.8048,0.0829,0.7073,0.0572,0.7518,0.0604
