seed,k,train_condition,train_snr,test_snr,class_idx,class_name,ap,auc,precision,recall,f1
0,2,C,,-5,0,BottlenoseDolphin,0.5849798149590734,0.9147869674185464,0.44186046511626875,0.9047619047618618,0.5937499999995405
0,2,C,,-5,1,BowheadWhale,0.4347371752323045,0.7543152454780362,0.6363636363635785,0.1627906976744148,0.25925925925892523
0,2,C,,-5,2,ClymeneDolphin,0.6478161760421923,0.8795865633074935,0.6562499999999795,0.4883720930232444,0.5599999999994958
0,2,C,,-5,3,Frasherdolphin,0.5325730254545857,0.903469279661017,0.3934426229508132,0.7499999999999766,0.516129032257602
0,2,C,,-5,4,HumpbackWhale,0.5650256521437295,0.8545828437132785,0.5476190476190346,0.4999999999999891,0.5227272727267619
0,2,C,,-5,5,KillerWhale,0.7774241704226922,0.9526970080067425,0.690476190476174,0.690476190476174,0.690476190475674
0,2,C,,-5,6,NorthernRightWhale,0.32789261342830917,0.7149457397657677,0.40540540540539444,0.3658536585365764,0.38461538461487604
0,2,C,,0,0,BottlenoseDolphin,0.8250539797772485,0.9548872180451127,0.46341463414633016,0.9047619047618618,0.6129032258059839
0,2,C,,0,1,BowheadWhale,0.5921967107982984,0.8207751937984497,0.89999999999991,0.20930232558139047,0.339622641509115
0,2,C,,0,2,ClymeneDolphin,0.8750667443339247,0.9700258397932817,0.8333333333333102,0.6976744186046349,0.7594936708855606
0,2,C,,0,3,Frasherdolphin,0.7135101532713357,0.9469014830508473,0.5370370370370271,0.9062499999999716,0.6744186046506798
0,2,C,,0,4,HumpbackWhale,0.7836493991721375,0.9340971406188796,0.7391304347825925,0.7391304347825925,0.7391304347820925
0,2,C,,0,5,KillerWhale,0.8656986149075299,0.9740834386852086,0.7599999999999848,0.9047619047618832,0.8260869565212249
0,2,C,,0,6,NorthernRightWhale,0.47451036138313,0.8247555603309337,0.5161290322580478,0.39024390243901486,0.4444444444439417
0,2,C,,5,0,BottlenoseDolphin,0.8870101429066507,0.9759012916907653,0.5806451612903039,0.8571428571428164,0.6923076923071841
0,2,C,,5,1,BowheadWhale,0.7183979206500337,0.8741085271317829,0.8823529411764188,0.34883720930231743,0.49999999999957706
0,2,C,,5,2,ClymeneDolphin,0.9158710554871559,0.9863565891472869,0.8974358974358744,0.813953488372074,0.8536585365848463
0,2,C,,5,3,Frasherdolphin,0.9262930003746672,0.9676906779661018,0.6521739130434641,0.9374999999999707,0.7692307692302656
0,2,C,,5,4,HumpbackWhale,0.8453080260353474,0.9485898942420682,0.7755102040816167,0.8260869565217211,0.7999999999994836
0,2,C,,5,5,KillerWhale,0.9122115636494674,0.9836704593341762,0.7450980392156716,0.9047619047618832,0.8172043010747558
0,2,C,,5,6,NorthernRightWhale,0.6168992699308151,0.8803051466638016,0.6285714285714106,0.5365853658536455,0.5789473684205404
0,2,C,,10,0,BottlenoseDolphin,0.9117325819940134,0.9868903026797764,0.7199999999999712,0.8571428571428164,0.7826086956516436
0,2,C,,10,1,BowheadWhale,0.8311193832392859,0.911937984496124,0.9999999999999546,0.5116279069767322,0.6769230769226082
0,2,C,,10,2,ClymeneDolphin,0.9317501853498751,0.9891472868217055,0.9069767441860254,0.9069767441860254,0.9069767441855253
0,2,C,,10,3,Frasherdolphin,0.9514655569669411,0.9704713983050848,0.7749999999999806,0.9687499999999697,0.8611111111105932
0,2,C,,10,4,HumpbackWhale,0.877334031642849,0.9608303956130043,0.7884615384615232,0.8913043478260675,0.8367346938770357
0,2,C,,10,5,KillerWhale,0.9480726108958144,0.9907290349768226,0.7450980392156716,0.9047619047618832,0.8172043010747558
0,2,C,,10,6,NorthernRightWhale,0.7132973544903002,0.90598474266681,0.7714285714285494,0.6585365853658376,0.710526315788958
0,2,M,,-5,0,BottlenoseDolphin,0.4576528571575519,0.8395989974937343,0.5499999999999725,0.5238095238094989,0.5365853658531327
0,2,M,,-5,1,BowheadWhale,0.511141044747254,0.8279069767441861,0.42187499999999345,0.6279069767441714,0.5046728971957715
0,2,M,,-5,2,ClymeneDolphin,0.4879733456855173,0.7700258397932817,0.5499999999999863,0.5116279069767322,0.5301204819271986
0,2,M,,-5,3,Frasherdolphin,0.630725809041544,0.9143273305084746,0.5999999999999867,0.8437499999999736,0.7012987012981973
0,2,M,,-5,4,HumpbackWhale,0.3970398546879809,0.7167058362710536,0.4583333333333143,0.23913043478260348,0.3142857142852547
0,2,M,,-5,5,KillerWhale,0.7675999979254806,0.9158238516645597,0.6956521739130284,0.7619047619047438,0.7272727272722117
0,2,M,,-5,6,NorthernRightWhale,0.41770637795736076,0.6831417212850541,0.4137931034482616,0.2926829268292611,0.34285714285664776
0,2,M,,0,0,BottlenoseDolphin,0.6135420382593696,0.9147869674185463,0.6999999999999651,0.666666666666635,0.6829268292677597
0,2,M,,0,1,BowheadWhale,0.5501145387320445,0.8362790697674418,0.4677419354838634,0.6744186046511471,0.5523809523804581
0,2,M,,0,2,ClymeneDolphin,0.6850939752182159,0.9040826873385013,0.6944444444444251,0.5813953488371958,0.6329113924045512
0,2,M,,0,3,Frasherdolphin,0.7788464868749259,0.9278336864406781,0.6666666666666508,0.8749999999999726,0.7567567567562453
0,2,M,,0,4,HumpbackWhale,0.5335584554707105,0.7770270270270271,0.6206896551723924,0.3913043478260784,0.4799999999995128
0,2,M,,0,5,KillerWhale,0.8448119448904235,0.9650231774125579,0.7450980392156716,0.9047619047618832,0.8172043010747558
0,2,M,,0,6,NorthernRightWhale,0.42701525171643323,0.7419146878693457,0.4999999999999822,0.341463414634138,0.40579710144878134
0,2,M,,5,0,BottlenoseDolphin,0.7825815694730905,0.957586273375747,0.7999999999999466,0.5714285714285443,0.6666666666661435
0,2,M,,5,1,BowheadWhale,0.5959710165044654,0.8679069767441859,0.49999999999999134,0.6744186046511471,0.5742574257420738
0,2,M,,5,2,ClymeneDolphin,0.7903216560932946,0.954625322997416,0.7209302325581227,0.7209302325581227,0.7209302325576228
0,2,M,,5,3,Frasherdolphin,0.8419001266510208,0.9659692796610169,0.7435897435897245,0.9062499999999716,0.816901408450186
0,2,M,,5,4,HumpbackWhale,0.5688992105394859,0.8071876224050136,0.6470588235293927,0.47826086956520697,0.5499999999994974
0,2,M,,5,5,KillerWhale,0.8556534572376991,0.9812473662031185,0.812499999999983,0.9285714285714064,0.8666666666661496
0,2,M,,5,6,NorthernRightWhale,0.4885063913353273,0.7868271193725155,0.5806451612903039,0.4390243902438917,0.4999999999994957
0,2,M,,10,0,BottlenoseDolphin,0.8603725335452355,0.9589358010410641,0.9374999999999415,0.7142857142856803,0.8108108108102761
