seed,k,train_condition,train_snr,stage,epoch,loss,alpha
0,2,C,,warmup,1,1.1837067604064941,0.5
0,2,C,,warmup,2,0.09303195774555206,0.5
0,2,C,,warmup,3,0.01249989215284586,0.5
0,2,C,,warmup,4,0.0040327031165361404,0.5
0,2,C,,warmup,5,0.0022145614493638277,0.5
0,2,C,,warmup,6,0.0013110532891005278,0.5
0,2,C,,warmup,7,0.0007992947939783335,0.5
0,2,C,,warmup,8,0.0007503574597649276,0.5
0,2,C,,warmup,9,0.0007117355708032846,0.5
0,2,C,,warmup,10,0.0007426301017403603,0.5
0,2,C,,warmup,11,0.0005680772010236979,0.5
0,2,C,,warmup,12,0.0005430168239399791,0.5
0,2,C,,warmup,13,0.0005921238334849477,0.5
0,2,C,,warmup,14,0.0003735111386049539,0.5
0,2,C,,warmup,15,0.00041346982470713556,0.5
0,2,C,,warmup,16,0.0005888105370104313,0.5
0,2,C,,warmup,17,0.00042303939699195325,0.5
0,2,C,,warmup,18,0.0005567725747823715,0.5
0,2,C,,warmup,19,0.0004915777826681733,0.5
0,2,C,,warmup,20,0.0005400345544330776,0.5
0,2,C,,joint,1,1.7909793853759766,0.501251220703125
0,2,C,,joint,2,1.073606252670288,0.5025111436843872
0,2,C,,joint,3,0.8661137223243713,0.5029410719871521
0,2,C,,joint,4,0.8403239846229553,0.5022980570793152
0,2,C,,joint,5,0.7423729300498962,0.5016824007034302
0,2,C,,joint,6,0.7146377563476562,0.5016067028045654
0,2,C,,joint,7,0.6786389350891113,0.5017685294151306
0,2,C,,joint,8,0.6422206163406372,0.5018960237503052
0,2,C,,joint,9,0.7514156699180603,0.5016466379165649
0,2,C,,joint,10,0.727290153503418,0.5012745261192322
0,2,C,,joint,11,0.7084300518035889,0.5013126730918884
0,2,C,,joint,12,0.7012399435043335,0.5013697743415833
0,2,C,,joint,13,0.6851650476455688,0.5014438629150391
0,2,C,,joint,14,0.7045332789421082,0.5016294121742249
0,2,C,,joint,15,0.7078231573104858,0.501596212387085
0,2,C,,joint,16,0.6912321448326111,0.5014200806617737
0,2,C,,joint,17,0.6923850178718567,0.501359760761261
0,2,C,,joint,18,0.7008309364318848,0.5013224482536316
0,2,C,,joint,19,0.6978263258934021,0.5012656450271606
0,2,C,,joint,20,0.7219722867012024,0.5011945366859436
0,2,C,,joint,21,0.6809154152870178,0.5012297034263611
0,2,C,,joint,22,0.6699433326721191,0.5013949871063232
0,2,C,,joint,23,0.6641787886619568,0.5015701651573181
0,2,C,,joint,24,0.6254522204399109,0.5016821622848511
0,2,C,,joint,25,0.6501404047012329,0.5016357898712158
0,2,C,,joint,26,0.6244615316390991,0.5016685128211975
0,2,C,,joint,27,0.6238325834274292,0.501593828201294
0,2,C,,joint,28,0.6382755637168884,0.5015019774436951
0,2,C,,joint,29,0.6236068606376648,0.5016370415687561
0,2,C,,joint,30,0.6356845498085022,0.5018351078033447
0,2,C,,joint,31,0.6080782413482666,0.5019059777259827
0,2,C,,joint,32,0.6269941329956055,0.5019053816795349
0,2,C,,joint,33,0.6242462992668152,0.5019853711128235
0,2,C,,joint,34,0.6264211535453796,0.5020623207092285
0,2,C,,joint,35,0.6133735775947571,0.5021419525146484
0,2,C,,joint,36,0.6183882355690002,0.5022128224372864
0,2,C,,joint,37,0.6102002859115601,0.5023218393325806
0,2,C,,joint,38,0.586378812789917,0.502390444278717
0,2,C,,joint,39,0.6058712601661682,0.5024285316467285
0,2,C,,joint,40,0.5982039570808411,0.5023353695869446
0,2,C,,joint,41,0.6076750755310059,0.5021858811378479
0,2,C,,joint,42,0.6341351866722107,0.5021224617958069
0,2,C,,joint,43,0.6306740045547485,0.5022228360176086
0,2,C,,joint,44,0.6179832220077515,0.5024344325065613
0,2,C,,joint,45,0.6131294369697571,0.502486526966095
0,2,C,,joint,46,0.6292141675949097,0.5026213526725769
0,2,C,,joint,47,0.6160737872123718,0.5025975108146667
0,2,C,,joint,48,0.6141481995582581,0.5026872754096985
0,2,C,,joint,49,0.582840621471405,0.5028529763221741
0,2,C,,joint,50,0.5922772288322449,0.5030132532119751
0,2,C,,joint,51,0.5958595871925354,0.503046989440918
0,2,C,,joint,52,0.5992310643196106,0.5030809044837952
0,2,C,,joint,53,0.6006011366844177,0.503131628036499
0,2,C,,joint,54,0.586403489112854,0.5031450986862183
0,2,C,,joint,55,0.6005057692527771,0.5030666589736938
0,2,C,,joint,56,0.5730481147766113,0.5031681060791016
0,2,C,,joint,57,0.5718069076538086,0.5032790899276733
0,2,C,,joint,58,0.5782220363616943,0.5033878684043884
0,2,C,,joint,59,0.5875720977783203,0.5034658312797546
0,2,C,,joint,60,0.5909338593482971,0.5034701228141785
0,2,C,,finetune,1,0.6368902921676636,0.5033516883850098
0,2,C,,finetune,2,0.5824716091156006,0.5032943487167358
0,2,C,,finetune,3,0.5858429074287415,0.5032930970191956
0,2,C,,finetune,4,0.5883083343505859,0.5033280253410339
0,2,C,,finetune,5,0.5943325757980347,0.5033379197120667
0,2,C,,finetune,6,0.6095143556594849,0.5032809376716614
0,2,C,,finetune,7,0.6045029163360596,0.5032063722610474
0,2,C,,finetune,8,0.5790452361106873,0.5031613111495972
0,2,C,,finetune,9,0.6048587560653687,0.5031452775001526
0,2,C,,finetune,10,0.5977225303649902,0.5031322240829468
0,2,C,,finetune,11,0.5973026156425476,0.5031360387802124
0,2,C,,finetune,12,0.602530837059021,0.5031399726867676
0,2,C,,finetune,13,0.5793082118034363,0.5031589269638062
0,2,C,,finetune,14,0.5948508381843567,0.503206729888916
0,2,C,,finetune,15,0.5857477188110352,0.503250241279602
