seed,k,train_condition,train_snr,test_snr,macro_ap,macro_auc,accuracy
0,2,C,,-5,0.5387440808395807,0.8453018409864387,0.458955223880597
0,2,M,,-5,0.505992305589504,0.793395371606597,0.503731343283582
0,2,S,5.0,-5,0.5304134676381539,0.8037124094307802,0.4962686567164179
1,2,C,,-5,0.54242641984921,0.8390128533172699,0.3843283582089552
1,2,M,,-5,0.5760571240229927,0.8366794106217534,0.5186567164179104
1,2,S,5.0,-5,0.5922580681448213,0.8363378503000904,0.4552238805970149
