seed,k,train_condition,train_snr,gate_activation,final_alpha
0,2,C,,0.06794212013483047,0.6605764031410217
0,2,C,,0.6270549893379211,0.6605764031410217
0,2,C,,0.637946605682373,0.6605764031410217
0,2,C,,0.39024433493614197,0.6605764031410217
0,2,C,,0.4718535840511322,0.6605764031410217
0,2,C,,0.8024175763130188,0.6605764031410217
0,2,C,,0.6767822504043579,0.6605764031410217
0,2,C,,0.1663079708814621,0.6605764031410217
0,2,C,,0.7461963891983032,0.6605764031410217
0,2,C,,0.09215214848518372,0.6605764031410217
0,2,C,,0.976621687412262,0.6605764031410217
0,2,C,,0.5675787925720215,0.6605764031410217
0,2,C,,0.17152811586856842,0.6605764031410217
0,2,C,,0.39412206411361694,0.6605764031410217
0,2,C,,0.5123502612113953,0.6605764031410217
0,2,C,,0.2260252982378006,0.6605764031410217
0,2,C,,0.269069641828537,0.6605764031410217
0,2,C,,0.2855812907218933,0.6605764031410217
0,2,C,,0.06444157660007477,0.6605764031410217
0,2,C,,0.039942964911460876,0.6605764031410217
0,2,C,,0.2643551230430603,0.6605764031410217
0,2,C,,0.36115798354148865,0.6605764031410217
0,2,C,,0.18898805975914001,0.6605764031410217
0,2,C,,0.03314930573105812,0.6605764031410217
0,2,C,,0.4875096380710602,0.6605764031410217
0,2,C,,0.425478458404541,0.6605764031410217
0,2,C,,0.8846694827079773,0.6605764031410217
0,2,C,,0.7042362093925476,0.6605764031410217
0,2,C,,0.5729577541351318,0.6605764031410217
0,2,C,,0.5263693332672119,0.6605764031410217
0,2,C,,0.05552482604980469,0.6605764031410217
0,2,C,,0.27432626485824585,0.6605764031410217
0,2,C,,0.04546415060758591,0.6605764031410217
0,2,C,,0.323472797870636,0.6605764031410217
0,2,C,,0.27732399106025696,0.6605764031410217
0,2,C,,0.5062752366065979,0.6605764031410217
0,2,C,,0.2884896397590637,0.6605764031410217
0,2,C,,0.6130193471908569,0.6605764031410217
0,2,C,,0.13446170091629028,0.6605764031410217
0,2,C,,0.9738094806671143,0.6605764031410217
0,2,C,,0.42689672112464905,0.6605764031410217
0,2,C,,0.047161705791950226,0.6605764031410217
0,2,C,,0.16554272174835205,0.6605764031410217
0,2,C,,0.2386038899421692,0.6605764031410217
0,2,C,,0.959158718585968,0.6605764031410217
0,2,C,,0.3084896206855774,0.6605764031410217
0,2,C,,0.5836395621299744,0.6605764031410217
0,2,C,,0.041592348366975784,0.6605764031410217
0,2,C,,0.32742801308631897,0.6605764031410217
0,2,C,,0.3417171239852905,0.6605764031410217
0,2,C,,0.16149917244911194,0.6605764031410217
0,2,C,,0.5946292281150818,0.6605764031410217
0,2,C,,0.03871322050690651,0.6605764031410217
0,2,C,,0.029158592224121094,0.6605764031410217
0,2,C,,0.05067102983593941,0.6605764031410217
0,2,C,,0.06461210548877716,0.6605764031410217
0,2,C,,0.8489851355552673,0.6605764031410217
0,2,C,,0.7558409571647644,0.6605764031410217
0,2,C,,0.8524789214134216,0.6605764031410217
0,2,C,,0.8553193211555481,0.6605764031410217
0,2,C,,0.9148079752922058,0.6605764031410217
0,2,C,,0.3764444887638092,0.6605764031410217
0,2,C,,0.7107341885566711,0.6605764031410217
0,2,C,,0.024522991850972176,0.6605764031410217
0,2,C,,0.6463513970375061,0.6605764031410217
0,2,C,,0.7158153057098389,0.6605764031410217
0,2,C,,0.11425366252660751,0.6605764031410217
0,2,C,,0.1459733247756958,0.6605764031410217
0,2,C,,0.7930631637573242,0.6605764031410217
0,2,C,,0.1770532727241516,0.6605764031410217
0,2,C,,0.32938364148139954,0.6605764031410217
0,2,C,,0.02455243095755577,0.6605764031410217
0,2,C,,0.18273214995861053,0.6605764031410217
0,2,C,,0.6804530620574951,0.6605764031410217
0,2,C,,0.13195107877254486,0.6605764031410217
0,2,C,,0.9343512654304504,0.6605764031410217
0,2,C,,0.5370176434516907,0.6605764031410217
0,2,C,,0.45866286754608154,0.6605764031410217
0,2,C,,0.28567472100257874,0.6605764031410217
0,2,C,,0.7797449827194214,0.6605764031410217
0,2,C,,0.4612378478050232,0.6605764031410217
0,2,C,,0.6590076088905334,0.6605764031410217
0,2,C,,0.02315659448504448,0.6605764031410217
0,2,C,,0.5139020085334778,0.6605764031410217
0,2,C,,0.12045864015817642,0.6605764031410217
0,2,C,,0.8574403524398804,0.6605764031410217
0,2,C,,0.8900267481803894,0.6605764031410217
0,2,C,,0.31055647134780884,0.6605764031410217
0,2,C,,0.9220536947250366,0.6605764031410217
0,2,C,,0.5090036988258362,0.6605764031410217
0,2,C,,0.20092405378818512,0.6605764031410217
0,2,C,,0.17761965095996857,0.6605764031410217
0,2,C,,0.23693843185901642,0.6605764031410217
0,2,C,,0.18362505733966827,0.6605764031410217
0,2,C,,0.2574004828929901,0.6605764031410217
0,2,C,,0.36946821212768555,0.6605764031410217
0,2,C,,0.03019041381776333,0.6605764031410217
0,2,C,,0.9191361665725708,0.6605764031410217
0,2,C,,0.10240516811609268,0.6605764031410217
0,2,C,,0.9287064075469971,0.6605764031410217
0,2,C,,0.14071334898471832,0.6605764031410217
0,2,C,,0.7752932906150818,0.6605764031410217
0,2,C,,0.17496655881404877,0.6605764031410217
0,2,C,,0.7396795153617859,0.6605764031410217
0,2,C,,0.29634878039360046,0.6605764031410217
0,2,C,,0.4942525327205658,0.6605764031410217
0,2,C,,0.8493214845657349,0.6605764031410217
0,2,C,,0.683886706829071,0.6605764031410217
0,2,C,,0.25715184211730957,0.6605764031410217
0,2,C,,0.11184746772050858,0.6605764031410217
0,2,C,,0.9465369582176208,0.6605764031410217
0,2,C,,0.026571139693260193,0.6605764031410217
0,2,C,,0.5646806955337524,0.6605764031410217
0,2,C,,0.08111516386270523,0.6605764031410217
0,2,C,,0.013666781596839428,0.6605764031410217
0,2,C,,0.18671128153800964,0.6605764031410217
0,2,C,,0.4585595428943634,0.6605764031410217
0,2,C,,0.19072683155536652,0.6605764031410217
0,2,C,,0.3292986750602722,0.6605764031410217
0,2,C,,0.4452798366546631,0.6605764031410217
0,2,C,,0.684975266456604,0.6605764031410217
0,2,C,,0.30828794836997986,0.6605764031410217
0,2,C,,0.8080262541770935,0.6605764031410217
0,2,C,,0.5089221000671387,0.6605764031410217
0,2,C,,0.9467586278915405,0.6605764031410217
0,2,C,,0.0733175277709961,0.6605764031410217
0,2,C,,0.32286641001701355,0.6605764031410217
0,2,C,,0.2551426291465759,0.6605764031410217
0,2,C,,0.011228926479816437,0.6605764031410217
0,2,C,,0.639650821685791,0.6605764031410217
0,2,C,,0.2543065547943115,0.6605764031410217
0,2,C,,0.35986340045928955,0.6605764031410217
0,2,C,,0.01579892449080944,0.6605764031410217
0,2,C,,0.8190140128135681,0.6605764031410217
0,2,C,,0.4719642698764801,0.6605764031410217
0,2,C,,0.03294482082128525,0.6605764031410217
0,2,C,,0.2326011061668396,0.6605764031410217
0,2,C,,0.3266974985599518,0.6605764031410217
0,2,C,,0.0715818852186203,0.6605764031410217
0,2,C,,0.9476059675216675,0.6605764031410217
0,2,C,,0.010860034264624119,0.6605764031410217
0,2,C,,0.17482639849185944,0.6605764031410217
0,2,C,,0.49897637963294983,0.6605764031410217
0,2,C,,0.07671865075826645,0.6605764031410217
0,2,C,,0.10815220326185226,0.6605764031410217
0,2,C,,0.3887234926223755,0.6605764031410217
0,2,C,,0.7726826667785645,0.6605764031410217
0,2,C,,0.8824675679206848,0.6605764031410217
0,2,C,,0.08068785071372986,0.6605764031410217
0,2,C,,0.3332233130931854,0.6605764031410217
0,2,C,,0.5295134782791138,0.6605764031410217
0,2,C,,0.17433640360832214,0.6605764031410217
0,2,C,,0.27576878666877747,0.6605764031410217
0,2,C,,0.07325167208909988,0.6605764031410217
0,2,C,,0.9178181290626526,0.6605764031410217
0,2,C,,0.020539918914437294,0.6605764031410217
0,2,C,,0.8849515318870544,0.6605764031410217
0,2,C,,0.3020308017730713,0.6605764031410217
0,2,C,,0.12293112277984619,0.6605764031410217
0,2,C,,0.1341247260570526,0.6605764031410217
0,2,C,,0.5087966918945312,0.6605764031410217
0,2,C,,0.049897123128175735,0.6605764031410217
0,2,C,,0.6085872650146484,0.6605764031410217
0,2,C,,0.7887209057807922,0.6605764031410217
0,2,C,,0.5388982892036438,0.6605764031410217
0,2,C,,0.10821794718503952,0.6605764031410217
0,2,C,,0.20163458585739136,0.6605764031410217
0,2,C,,0.2137712687253952,0.6605764031410217
0,2,C,,0.18283730745315552,0.6605764031410217
0,2,C,,0.9035314321517944,0.6605764031410217
0,2,C,,0.4728849232196808,0.6605764031410217
0,2,C,,0.8874344825744629,0.6605764031410217
0,2,C,,0.3872130513191223,0.6605764031410217
0,2,C,,0.041897762566804886,0.6605764031410217
0,2,C,,0.6603549122810364,0.6605764031410217
0,2,C,,0.5825629830360413,0.6605764031410217
0,2,C,,0.006625305395573378,0.6605764031410217
0,2,C,,0.904711127281189,0.6605764031410217
0,2,C,,0.4399905800819397,0.6605764031410217
0,2,C,,0.1943129301071167,0.6605764031410217
0,2,C,,0.036855023354291916,0.6605764031410217
0,2,C,,0.6779943704605103,0.6605764031410217
0,2,C,,0.4251099228858948,0.6605764031410217
0,2,C,,0.2514720857143402,0.6605764031410217
0,2,C,,0.527794361114502,0.6605764031410217
0,2,C,,0.2935231328010559,0.6605764031410217
0,2,C,,0.015936072915792465,0.6605764031410217
0,2,C,,0.1607857048511505,0.6605764031410217
0,2,C,,0.8972264528274536,0.6605764031410217
0,2,C,,0.007859877310693264,0.6605764031410217
0,2,C,,0.04347005859017372,0.6605764031410217
0,2,C,,0.10433847457170486,0.6605764031410217
0,2,C,,0.17593669891357422,0.6605764031410217
0,2,C,,0.12376324832439423,0.6605764031410217
0,2,C,,0.528132975101471,0.6605764031410217
0,2,C,,0.10313477367162704,0.6605764031410217
0,2,C,,0.7428445219993591,0.6605764031410217
0,2,C,,0.8692212104797363,0.6605764031410217
0,2,C,,0.13577339053153992,0.6605764031410217
0,2,C,,0.5508359670639038,0.6605764031410217
0,2,C,,0.9691375494003296,0.6605764031410217
0,2,C,,0.3077276945114136,0.6605764031410217
0,2,C,,0.5453748106956482,0.6605764031410217
0,2,C,,0.7700018286705017,0.6605764031410217
0,2,C,,0.030291514471173286,0.6605764031410217
0,2,C,,0.06957010179758072,0.6605764031410217
0,2,C,,0.14804458618164062,0.6605764031410217
0,2,C,,0.5601323246955872,0.6605764031410217
0,2,C,,0.2503390610218048,0.6605764031410217
0,2,C,,0.1920049637556076,0.6605764031410217
0,2,C,,0.9812412858009338,0.6605764031410217
0,2,C,,0.13432563841342926,0.6605764031410217
0,2,C,,0.12195628881454468,0.6605764031410217
0,2,C,,0.077299103140831,0.6605764031410217
0,2,C,,0.46389833092689514,0.6605764031410217
0,2,C,,0.43899545073509216,0.6605764031410217
0,2,C,,0.09623026102781296,0.6605764031410217
0,2,C,,0.08462536334991455,0.6605764031410217
0,2,C,,0.11491551250219345,0.6605764031410217
0,2,C,,0.9335694313049316,0.6605764031410217
0,2,C,,0.018532851710915565,0.6605764031410217
0,2,C,,0.8773771524429321,0.6605764031410217
0,2,C,,0.7531837224960327,0.6605764031410217
0,2,C,,0.569361686706543,0.6605764031410217
0,2,C,,0.5129278302192688,0.6605764031410217
0,2,C,,0.43661755323410034,0.6605764031410217
0,2,C,,0.725847065448761,0.6605764031410217
0,2,C,,0.44589242339134216,0.6605764031410217
0,2,C,,0.43474218249320984,0.6605764031410217
0,2,C,,0.02510339953005314,0.6605764031410217
0,2,C,,0.6822754740715027,0.6605764031410217
0,2,C,,0.9032949805259705,0.6605764031410217
0,2,C,,0.7560170292854309,0.6605764031410217
0,2,C,,0.22474494576454163,0.6605764031410217
0,2,C,,0.8374590873718262,0.6605764031410217
0,2,C,,0.43469804525375366,0.6605764031410217
0,2,C,,0.8858683109283447,0.6605764031410217
0,2,C,,0.4948054254055023,0.6605764031410217
0,2,C,,0.4305322766304016,0.6605764031410217
0,2,C,,0.0657544732093811,0.6605764031410217
0,2,C,,0.22491201758384705,0.6605764031410217
0,2,C,,0.7090502381324768,0.6605764031410217
0,2,C,,0.664021372795105,0.6605764031410217
0,2,C,,0.13163916766643524,0.6605764031410217
0,2,C,,0.8806220293045044,0.6605764031410217
0,2,C,,0.15380118787288666,0.6605764031410217
0,2,C,,0.8329598307609558,0.6605764031410217
0,2,C,,0.12667468190193176,0.6605764031410217
0,2,C,,0.6696971654891968,0.6605764031410217
0,2,C,,0.8140449523925781,0.6605764031410217
0,2,C,,0.9215516448020935,0.6605764031410217
0,2,C,,0.07180105149745941,0.6605764031410217
0,2,C,,0.15476150810718536,0.6605764031410217
0,2,C,,0.5083593130111694,0.6605764031410217
0,2,C,,0.13558581471443176,0.6605764031410217
0,2,C,,0.3839113712310791,0.6605764031410217
0,2,C,,0.7049610614776611,0.6605764031410217
0,2,C,,0.5040063858032227,0.6605764031410217
0,2,C,,0.8757997751235962,0.6605764031410217
0,2,C,,0.8984445333480835,0.6605764031410217
0,2,C,,0.1322920322418213,0.6605764031410217
0,2,C,,0.4966984689235687,0.6605764031410217
0,2,C,,0.29834213852882385,0.6605764031410217
0,2,C,,0.3768705427646637,0.6605764031410217
0,2,C,,0.20878411829471588,0.6605764031410217
0,2,C,,0.03664793819189072,0.6605764031410217
0,2,C,,0.8488638401031494,0.6605764031410217
0,2,C,,0.6775367259979248,0.6605764031410217
0,2,C,,0.1134670153260231,0.6605764031410217
0,2,C,,0.5232006907463074,0.6605764031410217
0,2,C,,0.1956336498260498,0.6605764031410217
0,2,C,,0.547639012336731,0.6605764031410217
0,2,C,,0.0641610249876976,0.6605764031410217
0,2,C,,0.010962234809994698,0.6605764031410217
0,2,C,,0.5612993836402893,0.6605764031410217
0,2,C,,0.3800119161605835,0.6605764031410217
0,2,C,,0.7243104577064514,0.6605764031410217
0,2,C,,0.821236252784729,0.6605764031410217
0,2,C,,0.7687584161758423,0.6605764031410217
0,2,C,,0.20699752867221832,0.6605764031410217
0,2,C,,0.7947605848312378,0.6605764031410217
0,2,C,,0.5008817315101624,0.6605764031410217
0,2,C,,0.37392905354499817,0.6605764031410217
0,2,C,,0.33375898003578186,0.6605764031410217
0,2,C,,0.16122554242610931,0.6605764031410217
0,2,C,,0.13571563363075256,0.6605764031410217
0,2,C,,0.4954216182231903,0.6605764031410217
0,2,C,,0.062208741903305054,0.6605764031410217
0,2,C,,0.25540366768836975,0.6605764031410217
0,2,C,,0.9496655464172363,0.6605764031410217
0,2,C,,0.5219535827636719,0.6605764031410217
0,2,C,,0.5046967267990112,0.6605764031410217
0,2,C,,0.07779618352651596,0.6605764031410217
0,2,C,,0.5275245904922485,0.6605764031410217
0,2,C,,0.02098250761628151,0.6605764031410217
0,2,C,,0.1535799503326416,0.6605764031410217
0,2,C,,0.5313893556594849,0.6605764031410217
0,2,C,,0.34242841601371765,0.6605764031410217
0,2,C,,0.7469626665115356,0.6605764031410217
0,2,C,,0.6804112792015076,0.6605764031410217
0,2,C,,0.884985625743866,0.6605764031410217
0,2,C,,0.14495223760604858,0.6605764031410217
0,2,C,,0.16964389383792877,0.6605764031410217
0,2,C,,0.45248207449913025,0.6605764031410217
0,2,C,,0.214694082736969,0.6605764031410217
0,2,C,,0.029384896159172058,0.6605764031410217
0,2,C,,0.780475378036499,0.6605764031410217
0,2,C,,0.33479660749435425,0.6605764031410217
0,2,C,,0.9651406407356262,0.6605764031410217
0,2,C,,0.8937692642211914,0.6605764031410217
0,2,C,,0.3271516263484955,0.6605764031410217
0,2,C,,0.8692552447319031,0.6605764031410217
0,2,C,,0.22209812700748444,0.6605764031410217
0,2,C,,0.9757782816886902,0.6605764031410217
0,2,C,,0.14307792484760284,0.6605764031410217
0,2,C,,0.7404853701591492,0.6605764031410217
0,2,C,,0.27010276913642883,0.6605764031410217
0,2,C,,0.6950659155845642,0.6605764031410217
0,2,C,,0.48534470796585083,0.6605764031410217
0,2,C,,0.4269154667854309,0.6605764031410217
0,2,C,,0.10604582726955414,0.6605764031410217
0,2,C,,0.9857164025306702,0.6605764031410217
0,2,C,,0.2223454862833023,0.6605764031410217
0,2,C,,0.07575852423906326,0.6605764031410217
0,2,C,,0.12601061165332794,0.6605764031410217
0,2,C,,0.1340775042772293,0.6605764031410217
0,2,C,,0.060330938547849655,0.6605764031410217
0,2,C,,0.9591829180717468,0.6605764031410217
0,2,C,,0.5028568506240845,0.6605764031410217
0,2,C,,0.30739009380340576,0.6605764031410217
0,2,C,,0.5846256613731384,0.6605764031410217
0,2,C,,0.16578589379787445,0.6605764031410217
0,2,C,,0.6411982774734497,0.6605764031410217
0,2,C,,0.28997284173965454,0.6605764031410217
0,2,C,,0.005201693624258041,0.6605764031410217
0,2,C,,0.7566090226173401,0.6605764031410217
0,2,C,,0.933538556098938,0.6605764031410217
0,2,C,,0.08368825167417526,0.6605764031410217
0,2,C,,0.1991255134344101,0.6605764031410217
0,2,C,,0.25350865721702576,0.6605764031410217
0,2,C,,0.06319276988506317,0.6605764031410217
0,2,C,,0.9713358283042908,0.6605764031410217
0,2,C,,0.8781020641326904,0.6605764031410217
0,2,C,,0.9586677551269531,0.6605764031410217
0,2,C,,0.8703114986419678,0.6605764031410217
0,2,C,,0.8812705874443054,0.6605764031410217
0,2,C,,0.7849717736244202,0.6605764031410217
0,2,C,,0.10480823367834091,0.6605764031410217
0,2,C,,0.7698034644126892,0.6605764031410217
0,2,C,,0.18582914769649506,0.6605764031410217
0,2,C,,0.02314232662320137,0.6605764031410217
0,2,C,,0.6819383502006531,0.6605764031410217
0,2,C,,0.33144450187683105,0.6605764031410217
0,2,C,,0.8272464871406555,0.6605764031410217
0,2,C,,0.02358391135931015,0.6605764031410217
0,2,C,,0.25555890798568726,0.6605764031410217
0,2,C,,0.8386387825012207,0.6605764031410217
0,2,C,,0.17238785326480865,0.6605764031410217
0,2,C,,0.826869785785675,0.6605764031410217
0,2,C,,0.5262991786003113,0.6605764031410217
0,2,C,,0.7468470335006714,0.6605764031410217
0,2,C,,0.36295706033706665,0.6605764031410217
0,2,C,,0.49914491176605225,0.6605764031410217
0,2,C,,0.655117392539978,0.6605764031410217
0,2,C,,0.7563091516494751,0.6605764031410217
0,2,C,,0.3399733304977417,0.6605764031410217
0,2,C,,0.5727093815803528,0.6605764031410217
0,2,C,,0.18841207027435303,0.6605764031410217
0,2,C,,0.04123000428080559,0.6605764031410217
0,2,C,,0.141145721077919,0.6605764031410217
0,2,C,,0.9004358053207397,0.6605764031410217
0,2,C,,0.7526353001594543,0.6605764031410217
0,2,C,,0.7148181796073914,0.6605764031410217
0,2,C,,0.813903272151947,0.6605764031410217
0,2,C,,0.07576854526996613,0.6605764031410217
0,2,C,,0.08359668403863907,0.6605764031410217
0,2,C,,0.11966686695814133,0.6605764031410217
0,2,C,,0.06894451379776001,0.6605764031410217
0,2,C,,0.9490947127342224,0.6605764031410217
