seed,k,train_condition,train_snr,stage,epoch,loss,alpha
0,2,C,,finetune,28,0.3003219664096832,0.6459466814994812
0,2,C,,finetune,29,0.3042162358760834,0.647234320640564
0,2,C,,finetune,30,0.30162712931632996,0.6475318074226379
0,2,C,,finetune,31,0.31540343165397644,0.6471788287162781
0,2,C,,finetune,32,0.3039979636669159,0.649442195892334
0,2,C,,finetune,33,0.31208422780036926,0.6470044255256653
0,2,C,,finetune,34,0.30553168058395386,0.6455923318862915
0,2,C,,finetune,35,0.30054205656051636,0.6466309428215027
0,2,C,,finetune,36,0.30411627888679504,0.6482123136520386
0,2,C,,finetune,37,0.3153792917728424,0.6509705185890198
0,2,C,,finetune,38,0.30435219407081604,0.6499737501144409
0,2,C,,finetune,39,0.30369266867637634,0.6514990925788879
0,2,C,,finetune,40,0.3024984896183014,0.6507902145385742
0,2,M,,warmup,1,0.6835855841636658,0.5
0,2,M,,warmup,2,0.5062162280082703,0.5
0,2,M,,warmup,3,0.4717522859573364,0.5
0,2,M,,warmup,4,0.4821397662162781,0.5
0,2,M,,warmup,5,0.46417132019996643,0.5
0,2,M,,warmup,6,0.4715009033679962,0.5
0,2,M,,warmup,7,0.4417090117931366,0.5
0,2,M,,warmup,8,0.4744420647621155,0.5
0,2,M,,warmup,9,0.4639121890068054,0.5
0,2,M,,warmup,10,0.47844886779785156,0.5
0,2,M,,joint,1,0.7917416095733643,0.7844095826148987
0,2,M,,joint,2,0.5732691884040833,0.8080040216445923
0,2,M,,joint,3,0.5255623459815979,0.8192958831787109
0,2,M,,joint,4,0.5167742967605591,0.809076726436615
0,2,M,,joint,5,0.5039505958557129,0.8226302266120911
0,2,M,,joint,6,0.48481717705726624,0.8236925005912781
0,2,M,,joint,7,0.48012757301330566,0.8201448321342468
0,2,M,,joint,8,0.47718340158462524,0.8120990991592407
0,2,M,,joint,9,0.473366379737854,0.8169917464256287
0,2,M,,joint,10,0.46189913153648376,0.8159700632095337
0,2,M,,joint,11,0.47181031107902527,0.8176721334457397
0,2,M,,joint,12,0.4691683351993561,0.829719603061676
0,2,M,,joint,13,0.45851197838783264,0.8283730149269104
0,2,M,,joint,14,0.4571250379085541,0.8284239768981934
0,2,M,,joint,15,0.4503828287124634,0.8169330954551697
0,2,M,,joint,16,0.44539210200309753,0.8353986144065857
0,2,M,,joint,17,0.44244053959846497,0.8367996215820312
0,2,M,,joint,18,0.4394458830356598,0.8227390050888062
0,2,M,,joint,19,0.4440664052963257,0.8275619149208069
0,2,M,,joint,20,0.4308343529701233,0.8102410435676575
0,2,M,,joint,21,0.4321947693824768,0.8283077478408813
0,2,M,,joint,22,0.43811705708503723,0.8228082656860352
0,2,M,,joint,23,0.43992096185684204,0.8129661083221436
0,2,M,,joint,24,0.43240419030189514,0.8243310451507568
0,2,M,,joint,25,0.4292602837085724,0.824733555316925
0,2,M,,joint,26,0.429369181394577,0.8280551433563232
0,2,M,,joint,27,0.42420873045921326,0.824956476688385
0,2,M,,joint,28,0.42305877804756165,0.8175792694091797
0,2,M,,joint,29,0.4193000793457031,0.8238977789878845
0,2,M,,joint,30,0.41463902592658997,0.8118222951889038
0,2,M,,finetune,1,0.555820882320404,0.8408937454223633
0,2,M,,finetune,2,0.45257776975631714,0.8520677089691162
0,2,M,,finetune,3,0.41620123386383057,0.8642009496688843
0,2,M,,finetune,4,0.39676204323768616,0.8727512955665588
0,2,M,,finetune,5,0.38158684968948364,0.8774134516716003
0,2,M,,finetune,6,0.3775726854801178,0.8797675967216492
0,2,M,,finetune,7,0.3650864362716675,0.885306179523468
0,2,M,,finetune,8,0.3626733422279358,0.8871287703514099
0,2,M,,finetune,9,0.352872759103775,0.8907760977745056
0,2,M,,finetune,10,0.35006722807884216,0.8896254301071167
0,2,M,,finetune,11,0.3454609215259552,0.8922983407974243
0,2,M,,finetune,12,0.3498772978782654,0.8957347869873047
0,2,M,,finetune,13,0.34503692388534546,0.8942828178405762
0,2,M,,finetune,14,0.33291658759117126,0.9004489183425903
0,2,M,,finetune,15,0.33697691559791565,0.8981386423110962
0,2,M,,finetune,16,0.333396852016449,0.900364100933075
0,2,M,,finetune,17,0.32918378710746765,0.9054374694824219
0,2,M,,finetune,18,0.3240366578102112,0.9046586751937866
0,2,M,,finetune,19,0.3259464204311371,0.9019591808319092
0,2,M,,finetune,20,0.32652854919433594,0.9044951796531677
0,2,S,5.0,warmup,1,0.5384742617607117,0.5
0,2,S,5.0,warmup,2,0.23377615213394165,0.5
0,2,S,5.0,warmup,3,0.1849527657032013,0.5
0,2,S,5.0,warmup,4,0.18512044847011566,0.5
0,2,S,5.0,warmup,5,0.186298668384552,0.5
0,2,S,5.0,warmup,6,0.13702918589115143,0.5
0,2,S,5.0,warmup,7,0.14254266023635864,0.5
0,2,S,5.0,warmup,8,0.14050935208797455,0.5
0,2,S,5.0,warmup,9,0.1775701642036438,0.5
0,2,S,5.0,warmup,10,0.17223504185676575,0.5
0,2,S,5.0,joint,1,0.7677002549171448,0.7030885219573975
0,2,S,5.0,joint,2,0.5251737236976624,0.78452467918396
0,2,S,5.0,joint,3,0.4431133270263672,0.8133806586265564
0,2,S,5.0,joint,4,0.42702797055244446,0.8295249342918396
0,2,S,5.0,joint,5,0.40149569511413574,0.8293424248695374
0,2,S,5.0,joint,6,0.39239516854286194,0.8275873064994812
0,2,S,5.0,joint,7,0.38465526700019836,0.8317998647689819
0,2,S,5.0,joint,8,0.3794994056224823,0.8402461409568787
0,2,S,5.0,joint,9,0.3720390200614929,0.8431332111358643
0,2,S,5.0,joint,10,0.3763252794742584,0.8394708633422852
0,2,S,5.0,joint,11,0.3770959675312042,0.8461906313896179
0,2,S,5.0,joint,12,0.3710794150829315,0.8395488858222961
0,2,S,5.0,joint,13,0.36509498953819275,0.8462191224098206
0,2,S,5.0,joint,14,0.368498295545578,0.8372340798377991
0,2,S,5.0,joint,15,0.3620838224887848,0.8427358865737915
0,2,S,5.0,joint,16,0.36384454369544983,0.8530220985412598
0,2,S,5.0,joint,17,0.3624662160873413,0.8455041646957397
0,2,S,5.0,joint,18,0.36090779304504395,0.8451607823371887
0,2,S,5.0,joint,19,0.35686996579170227,0.8486078381538391
0,2,S,5.0,joint,20,0.35855358839035034,0.8429359793663025
0,2,S,5.0,joint,21,0.3577722907066345,0.8443360328674316
0,2,S,5.0,joint,22,0.35764867067337036,0.8441329598426819
0,2,S,5.0,joint,23,0.3603203594684601,0.8448610901832581
0,2,S,5.0,joint,24,0.35119810700416565,0.8500358462333679
0,2,S,5.0,joint,25,0.35147878527641296,0.8507676124572754
0,2,S,5.0,joint,26,0.3553907573223114,0.8471739292144775
0,2,S,5.0,joint,27,0.35292860865592957,0.8434386253356934
0,2,S,5.0,joint,28,0.3528994917869568,0.8502618074417114
0,2,S,5.0,joint,29,0.34999680519104004,0.8508509993553162
0,2,S,5.0,joint,30,0.3472699522972107,0.8451505899429321
0,2,S,5.0,finetune,1,0.4471014142036438,0.8183376789093018
0,2,S,5.0,finetune,2,0.3883760869503021,0.8468060493469238
0,2,S,5.0,finetune,3,0.36576882004737854,0.8572753071784973
0,2,S,5.0,finetune,4,0.354600191116333,0.8630034327507019
0,2,S,5.0,finetune,5,0.34383872151374817,0.8692613244056702
0,2,S,5.0,finetune,6,0.33715251088142395,0.8731891512870789
0,2,S,5.0,finetune,7,0.3378899097442627,0.8757766485214233
0,2,S,5.0,finetune,8,0.3269818127155304,0.8835740089416504
0,2,S,5.0,finetune,9,0.3279654085636139,0.882702112197876
0,2,S,5.0,finetune,10,0.32453835010528564,0.8856728672981262
0,2,S,5.0,finetune,11,0.32315778732299805,0.8923402428627014
0,2,S,5.0,finetune,12,0.3185288608074188,0.8903927803039551
0,2,S,5.0,finetune,13,0.3184606432914734,0.8924218416213989
0,2,S,5.0,finetune,14,0.3140791654586792,0.8930882215499878
0,2,S,5.0,finetune,15,0.31481364369392395,0.8936948180198669
0,2,S,5.0,finetune,16,0.31132495403289795,0.8996134996414185
0,2,S,5.0,finetune,17,0.3103961646556854,0.9013078212738037
0,2,S,5.0,finetune,18,0.30885815620422363,0.8974837064743042
0,2,S,5.0,finetune,19,0.3062346875667572,0.9017521739006042
0,2,S,5.0,finetune,20,0.30694860219955444,0.902707040309906
0,4,C,,warmup,1,1.9930603504180908,0.6000000238418579
0,4,C,,warmup,2,0.8715693354606628,0.6000000238418579
0,4,C,,warmup,3,0.31900620460510254,0.6000000238418579
0,4,C,,warmup,4,0.11072062700986862,0.6000000238418579
0,4,C,,warmup,5,0.052348461002111435,0.6000000238418579
0,4,C,,warmup,6,0.02227540872991085,0.6000000238418579
0,4,C,,warmup,7,0.011789040639996529,0.6000000238418579
0,4,C,,warmup,8,0.008719955570995808,0.6000000238418579
0,4,C,,warmup,9,0.005279372911900282,0.6000000238418579
0,4,C,,warmup,10,0.003469802439212799,0.6000000238418579
0,4,C,,warmup,11,0.0026274509727954865,0.6000000238418579
0,4,C,,warmup,12,0.0016013076528906822,0.6000000238418579
0,4,C,,warmup,13,0.0014312381390482187,0.6000000238418579
0,4,C,,warmup,14,0.0012628613039851189,0.6000000238418579
0,4,C,,warmup,15,0.0010731576476246119,0.6000000238418579
0,4,C,,warmup,16,0.0008141131256707013,0.6000000238418579
0,4,C,,warmup,17,0.0007728395867161453,0.6000000238418579
0,4,C,,warmup,18,0.0009827608009800315,0.6000000238418579
0,4,C,,warmup,19,0.0006294542108662426,0.6000000238418579
0,4,C,,warmup,20,0.0010813613189384341,0.6000000238418579
0,4,C,,warmup,21,0.0008113601361401379,0.6000000238418579
0,4,C,,warmup,22,0.0010034269653260708,0.6000000238418579
0,4,C,,warmup,23,0.0007548484136350453,0.6000000238418579
0,4,C,,warmup,24,0.0010371183743700385,0.6000000238418579
0,4,C,,warmup,25,0.0007645697332918644,0.6000000238418579
0,4,C,,warmup,26,0.0005552737857215106,0.6000000238418579
0,4,C,,warmup,27,0.0005709656397812068,0.6000000238418579
0,4,C,,warmup,28,0.000681429635733366,0.6000000238418579
0,4,C,,warmup,29,0.0007094733300618827,0.6000000238418579
0,4,C,,warmup,30,0.0007519189966842532,0.6000000238418579
0,4,C,,warmup,31,0.0007778913131915033,0.6000000238418579
0,4,C,,warmup,32,0.0006656806799583137,0.6000000238418579
0,4,C,,warmup,33,0.0007723011658526957,0.6000000238418579
0,4,C,,warmup,34,0.0004166958970017731,0.6000000238418579
0,4,C,,warmup,35,0.0005523926811292768,0.6000000238418579
0,4,C,,warmup,36,0.0007017650059424341,0.6000000238418579
0,4,C,,warmup,37,0.0008427994325757027,0.6000000238418579
0,4,C,,warmup,38,0.0006604468799196184,0.6000000238418579
0,4,C,,warmup,39,0.0005450797616504133,0.6000000238418579
0,4,C,,warmup,40,0.000497509608976543,0.6000000238418579
0,4,C,,warmup,41,0.000606222718488425,0.6000000238418579
0,4,C,,warmup,42,0.0006466060294769704,0.6000000238418579
0,4,C,,warmup,43,0.0005780289648100734,0.6000000238418579
0,4,C,,warmup,44,0.0004511506704147905,0.6000000238418579
0,4,C,,warmup,45,0.0005942285060882568,0.6000000238418579
0,4,C,,warmup,46,0.0005614532274194062,0.6000000238418579
0,4,C,,warmup,47,0.0006388910114765167,0.6000000238418579
0,4,C,,warmup,48,0.0005146584589965641,0.6000000238418579
0,4,C,,warmup,49,0.0005674264975823462,0.6000000238418579
0,4,C,,warmup,50,0.000448468403192237,0.6000000238418579
0,4,C,,joint,1,0.9005447030067444,0.6004722118377686
0,4,C,,joint,2,0.7440654039382935,0.6046242117881775
0,4,C,,joint,3,0.6132679581642151,0.6116294860839844
0,4,C,,joint,4,0.4824702739715576,0.6208728551864624
0,4,C,,joint,5,0.35949254035949707,0.6315087676048279
0,4,C,,joint,6,0.41011252999305725,0.6432942152023315
0,4,C,,joint,7,0.4908714294433594,0.6538156270980835
0,4,C,,joint,8,0.37651005387306213,0.6611530780792236
0,4,C,,joint,9,0.3311108946800232,0.6656586527824402
0,4,C,,joint,10,0.35628896951675415,0.6683912873268127
0,4,C,,joint,11,0.3686103820800781,0.6694755554199219
0,4,C,,joint,12,0.3803330063819885,0.6700888872146606
0,4,C,,joint,13,0.3793087303638458,0.6707172393798828
0,4,C,,joint,14,0.36598777770996094,0.6719426512718201
0,4,C,,joint,15,0.3502122461795807,0.673367440700531
0,4,C,,joint,16,0.3326420187950134,0.675462543964386
0,4,C,,joint,17,0.3291285037994385,0.6774591207504272
0,4,C,,joint,18,0.3241943418979645,0.680128812789917
0,4,C,,joint,19,0.3251665532588959,0.6823235750198364
0,4,C,,joint,20,0.34389275312423706,0.6847736835479736
0,4,C,,joint,21,0.31727948784828186,0.6855270862579346
0,4,C,,joint,22,0.3315627872943878,0.686194658279419
0,4,C,,joint,23,0.3170161247253418,0.6863762140274048
0,4,C,,joint,24,0.3232150673866272,0.6860611438751221
0,4,C,,joint,25,0.31817665696144104,0.6864317059516907
0,4,C,,joint,26,0.3234170973300934,0.6863852739334106
0,4,C,,joint,27,0.33435291051864624,0.6862688064575195
0,4,C,,joint,28,0.3219074606895447,0.6869146227836609
0,4,C,,joint,29,0.3192054331302643,0.6878470182418823
0,4,C,,joint,30,0.31236666440963745,0.6887251734733582
0,4,C,,joint,31,0.31690624356269836,0.6900993585586548
0,4,C,,joint,32,0.30676528811454773,0.6904007196426392
0,4,C,,joint,33,0.3155002295970917,0.6909545063972473
0,4,C,,joint,34,0.31218308210372925,0.6917622089385986
0,4,C,,joint,35,0.31627532839775085,0.6926032900810242
0,4,C,,joint,36,0.3153044283390045,0.6931995153427124
0,4,C,,joint,37,0.3179915249347687,0.6941612362861633
0,4,C,,joint,38,0.3134100139141083,0.6938261389732361
0,4,C,,joint,39,0.3156138062477112,0.6938828229904175
0,4,C,,joint,40,0.3130996525287628,0.6936830878257751
0,4,C,,joint,41,0.3202803432941437,0.6935173869132996
0,4,C,,joint,42,0.30594247579574585,0.6942496299743652
0,4,C,,joint,43,0.3042736053466797,0.6951680183410645
0,4,C,,joint,44,0.3121342360973358,0.6957303285598755
0,4,C,,joint,45,0.3109343945980072,0.697115957736969
0,4,C,,joint,46,0.3130066692829132,0.6979364156723022
0,4,C,,joint,47,0.3053096830844879,0.6981514096260071
0,4,C,,joint,48,0.30992549657821655,0.6987414956092834
0,4,C,,joint,49,0.3156399726867676,0.6986660957336426
0,4,C,,joint,50,0.3148510456085205,0.6982636451721191
0,4,C,,joint,51,0.31957122683525085,0.698707103729248
0,4,C,,joint,52,0.30441829562187195,0.700141429901123
0,4,C,,joint,53,0.30425164103507996,0.700675368309021
0,4,C,,joint,54,0.3035345673561096,0.7019496560096741
0,4,C,,joint,55,0.3133585453033447,0.7022683620452881
0,4,C,,joint,56,0.3050045967102051,0.7024025917053223
0,4,C,,joint,57,0.31374624371528625,0.7029164433479309
0,4,C,,joint,58,0.30972132086753845,0.703123152256012
0,4,C,,joint,59,0.31197449564933777,0.7041597962379456
0,4,C,,joint,60,0.2987719178199768,0.7053240537643433
0,4,C,,joint,61,0.31036239862442017,0.7057408690452576
0,4,C,,joint,62,0.31452256441116333,0.7060343027114868
0,4,C,,joint,63,0.30164608359336853,0.7062329649925232
0,4,C,,joint,64,0.3028969466686249,0.7073938846588135
0,4,C,,joint,65,0.31040313839912415,0.7085292935371399
0,4,C,,joint,66,0.30695608258247375,0.7088390588760376
0,4,C,,joint,67,0.306171178817749,0.7088533639907837
0,4,C,,joint,68,0.30303043127059937,0.7096064686775208
0,4,C,,joint,69,0.30495452880859375,0.7109376788139343
0,4,C,,joint,70,0.3135111629962921,0.711290717124939
0,4,C,,joint,71,0.3031138479709625,0.7107746005058289
0,4,C,,joint,72,0.30703067779541016,0.7107483744621277
0,4,C,,joint,73,0.3034386932849884,0.7110292911529541
0,4,C,,joint,74,0.3050808906555176,0.712319552898407
0,4,C,,joint,75,0.30277687311172485,0.7121821641921997
0,4,C,,joint,76,0.3073941767215729,0.7130325436592102
0,4,C,,joint,77,0.305526465177536,0.7134959101676941
0,4,C,,joint,78,0.30813834071159363,0.7143556475639343
0,4,C,,joint,79,0.2986643612384796,0.7153943777084351
0,4,C,,joint,80,0.3082546889781952,0.7157371044158936
0,4,C,,joint,81,0.30738013982772827,0.7162579894065857
0,4,C,,joint,82,0.3037185072898865,0.7159515619277954
0,4,C,,joint,83,0.3017778992652893,0.7161620259284973
0,4,C,,joint,84,0.304019033908844,0.7161712646484375
0,4,C,,joint,85,0.3010917603969574,0.7166885137557983
0,4,C,,joint,86,0.3013577461242676,0.7171527147293091
0,4,C,,joint,87,0.30558037757873535,0.7183178067207336
0,4,C,,joint,88,0.30008813738822937,0.7191234230995178
0,4,C,,joint,89,0.3034617304801941,0.7195784449577332
0,4,C,,joint,90,0.30212193727493286,0.7203830480575562
0,4,C,,joint,91,0.3033818304538727,0.7206472754478455
0,4,C,,joint,92,0.3032638728618622,0.7205040454864502
0,4,C,,joint,93,0.3047073781490326,0.7199013233184814
0,4,C,,joint,94,0.3048367500305176,0.7202993035316467
0,4,C,,joint,95,0.2996252179145813,0.7212162017822266
0,4,C,,joint,96,0.3034803569316864,0.721581220626831
0,4,C,,joint,97,0.3010536730289459,0.7219457626342773
0,4,C,,joint,98,0.3069787621498108,0.7223649621009827
0,4,C,,joint,99,0.30350542068481445,0.7232913970947266
0,4,C,,joint,100,0.3028790056705475,0.7233452200889587
0,4,C,,joint,101,0.2999599277973175,0.723543107509613
0,4,C,,joint,102,0.3020944893360138,0.7239901423454285
0,4,C,,joint,103,0.3006829619407654,0.7248170375823975
0,4,C,,joint,104,0.30128929018974304,0.7242400646209717
0,4,C,,joint,105,0.2995698153972626,0.7254007458686829
0,4,C,,joint,106,0.30540069937705994,0.7253420352935791
0,4,C,,joint,107,0.30015966296195984,0.7256760597229004
0,4,C,,joint,108,0.30155065655708313,0.7264240980148315
0,4,C,,joint,109,0.3034885823726654,0.7266504168510437
0,4,C,,joint,110,0.30015048384666443,0.7277336120605469
0,4,C,,joint,111,0.2978300452232361,0.7281991243362427
0,4,C,,joint,112,0.3046528398990631,0.7284408211708069
0,4,C,,joint,113,0.30167895555496216,0.7287083864212036
0,4,C,,joint,114,0.29858890175819397,0.7294529676437378
0,4,C,,joint,115,0.300569623708725,0.7297184467315674
0,4,C,,joint,116,0.3042590916156769,0.7306135296821594
0,4,C,,joint,117,0.302167683839798,0.7313200831413269
0,4,C,,joint,118,0.2981427311897278,0.7319731116294861
0,4,C,,joint,119,0.29858970642089844,0.7327977418899536
0,4,C,,joint,120,0.29806002974510193,0.7331827878952026
0,4,C,,joint,121,0.30184027552604675,0.7326531410217285
0,4,C,,joint,122,0.2998461127281189,0.732299268245697
0,4,C,,joint,123,0.2960636019706726,0.7331376671791077
0,4,C,,joint,124,0.2978602945804596,0.7340742945671082
0,4,C,,joint,125,0.30257466435432434,0.7345322370529175
0,4,C,,joint,126,0.3010823428630829,0.7343348860740662
0,4,C,,joint,127,0.2952392101287842,0.7348530888557434
0,4,C,,joint,128,0.2973233759403229,0.7351250648498535
0,4,C,,joint,129,0.3003060817718506,0.7350014448165894
0,4,C,,joint,130,0.29569393396377563,0.7358877658843994
0,4,C,,joint,131,0.29721492528915405,0.7366445660591125
0,4,C,,joint,132,0.30025991797447205,0.7369365096092224
0,4,C,,joint,133,0.295325368642807,0.737210214138031
0,4,C,,joint,134,0.29666489362716675,0.7369667291641235
0,4,C,,joint,135,0.29687610268592834,0.7367633581161499
0,4,C,,joint,136,0.2965855002403259,0.7373314499855042
0,4,C,,joint,137,0.29658767580986023,0.7378932237625122
0,4,C,,joint,138,0.29739025235176086,0.7380946278572083
0,4,C,,joint,139,0.2969353497028351,0.7387094497680664
0,4,C,,joint,140,0.29749301075935364,0.73934406042099
0,4,C,,joint,141,0.29720231890678406,0.7392874956130981
0,4,C,,joint,142,0.2968921959400177,0.7395080327987671
0,4,C,,joint,143,0.29548344016075134,0.7394821047782898
0,4,C,,joint,144,0.29569604992866516,0.7409186959266663
0,4,C,,joint,145,0.2936900556087494,0.7407870292663574
0,4,C,,joint,146,0.29639285802841187,0.741010308265686
0,4,C,,joint,147,0.29786065220832825,0.7411236763000488
0,4,C,,joint,148,0.29402828216552734,0.7418879270553589
0,4,C,,joint,149,0.29627546668052673,0.7424321174621582
0,4,C,,joint,150,0.295265257358551,0.742557168006897
0,4,C,,finetune,1,0.30035924911499023,0.7422926425933838
0,4,C,,finetune,2,0.29764488339424133,0.7428088784217834
0,4,C,,finetune,3,0.3001874089241028,0.7429038286209106
0,4,C,,finetune,4,0.2986738085746765,0.7426340579986572
0,4,C,,finetune,5,0.29635196924209595,0.742608904838562
0,4,C,,finetune,6,0.301898330450058,0.7414789795875549
0,4,C,,finetune,7,0.2962624430656433,0.7422729134559631
0,4,C,,finetune,8,0.29890456795692444,0.7420874834060669
0,4,C,,finetune,9,0.2961999475955963,0.7423169612884521
0,4,C,,finetune,10,0.2958156168460846,0.7428364753723145
0,4,C,,finetune,11,0.2976110577583313,0.7434719800949097
0,4,C,,finetune,12,0.29591765999794006,0.7435848712921143
0,4,C,,finetune,13,0.2957251965999603,0.7437260746955872
0,4,C,,finetune,14,0.30291229486465454,0.7436025142669678
0,4,C,,finetune,15,0.2996707260608673,0.7431731224060059
0,4,C,,finetune,16,0.29768338799476624,0.7436562776565552
0,4,C,,finetune,17,0.2950679361820221,0.7436314821243286
0,4,C,,finetune,18,0.29601308703422546,0.7440122365951538
