seed,k,train_condition,train_snr,test_snr,macro_ap,macro_auc,accuracy
1,4,C,,10,0.8728877965859839,0.9570846025642756,0.7835820895522388
1,4,M,,-5,0.6698751742711581,0.8969869069490944,0.6119402985074627
1,4,M,,0,0.8010641539682682,0.9356749247364358,0.6977611940298507
1,4,M,,5,0.8529699296623875,0.9449343076281339,0.7723880597014925
1,4,M,,10,0.8790861917876786,0.9550580256237848,0.8246268656716418
1,4,S,5.0,-5,0.6298630908739179,0.877291592956179,0.5895522388059702
1,4,S,5.0,0,0.8015461647214875,0.9391080164869062,0.7238805970149254
1,4,S,5.0,5,0.8738721843048944,0.9620311798273973,0.7798507462686567
1,4,S,5.0,10,0.9090289825063499,0.97207865050989,0.8395522388059702
1,8,C,,-5,0.528462048519732,0.8303162737640152,0.4141791044776119
1,8,C,,0,0.720733951847188,0.9039346552982686,0.585820895522388
1,8,C,,5,0.8178547836106175,0.9426145620975637,0.7014925373134329
1,8,C,,10,0.8822963806229941,0.9646239303423585,0.7761194029850746
1,8,M,,-5,0.6911553507248438,0.8998778978728927,0.6455223880597015
1,8,M,,0,0.8165275417678723,0.9484447645549215,0.7313432835820896
1,8,M,,5,0.8800927675899848,0.967477922459499,0.8171641791044776
1,8,M,,10,0.9178216194477878,0.9755602066898694,0.8470149253731343
1,8,S,5.0,-5,0.649798716754079,0.8854390916130003,0.6007462686567164
1,8,S,5.0,0,0.8188510044914048,0.9463210592188389,0.7350746268656716
1,8,S,5.0,5,0.908456935720199,0.9706296627348433,0.832089552238806
1,8,S,5.0,10,0.9500107744370289,0.9837787944091596,0.8731343283582089
1,16,C,,-5,0.5297654931100753,0.8202916080146861,0.39925373134328357
1,16,C,,0,0.6943125543547011,0.8952909156472445,0.5559701492537313
1,16,C,,5,0.8128853664947403,0.9387901633527704,0.6791044776119403
1,16,C,,10,0.8886051855175205,0.9657532163057067,0.7686567164179104
1,16,M,,-5,0.7176329186147902,0.919287034067926,0.667910447761194
1,16,M,,0,0.8606539469421273,0.9622385074138833,0.7910447761194029
1,16,M,,5,0.924925699276286,0.9826385699363636,0.8544776119402985
1,16,M,,10,0.9452418292998556,0.9878067962689919,0.8880597014925373
1,16,S,5.0,-5,0.6127333258953619,0.8708969105183418,0.5410447761194029
1,16,S,5.0,0,0.8072003069880067,0.949702883488217,0.7425373134328358
1,16,S,5.0,5,0.9127747951831379,0.9807747611828915,0.8395522388059702
1,16,S,5.0,10,0.9497212450308242,0.9911416465013975,0.8656716417910447
1,32,C,,-5,0.5705005671379121,0.832056219547142,0.43283582089552236
1,32,C,,0,0.7447143226091093,0.901649642661012,0.5895522388059702
1,32,C,,5,0.8388045106782391,0.9494585256907955,0.7052238805970149
1,32,C,,10,0.9045135093525316,0.9686996381614528,0.7761194029850746
1,32,M,,-5,0.7642091767550665,0.925730831876359,0.6567164179104478
1,32,M,,0,0.8878398460917454,0.9647132980986811,0.7985074626865671
1,32,M,,5,0.9384263553382782,0.9792087787310814,0.8694029850746269
1,32,M,,10,0.9514686182773289,0.9855488812079718,0.9291044776119403
1,32,S,5.0,-5,0.6852653692558272,0.8997330825603086,0.6082089552238806
1,32,S,5.0,0,0.8585955604034307,0.9567475446271166,0.7761194029850746
1,32,S,5.0,5,0.9312742850726019,0.9809066255312558,0.8544776119402985
1,32,S,5.0,10,0.9631067754938111,0.9916186437727973,0.9029850746268657
2,2,C,,-5,0.4928733686775301,0.8033901939807999,0.40671641791044777
2,2,C,,0,0.6494892153654277,0.869528285187027,0.5410447761194029
2,2,C,,5,0.7474350213093395,0.9116963511451633,0.664179104477612
2,2,C,,10,0.8324426999444725,0.940378647787986,0.7649253731343284
2,2,M,,-5,0.5334423435821833,0.8196605043226413,0.5111940298507462
2,2,M,,0,0.6162384789732076,0.8615101618393702,0.582089552238806
2,2,M,,5,0.6795541179353087,0.9001531060048081,0.6343283582089553
2,2,M,,10,0.7213971612074935,0.9164013717699714,0.6828358208955224
2,2,S,5.0,-5,0.5193959565057825,0.8193004161308154,0.5298507462686567
2,2,S,5.0,0,0.6123373921766079,0.8710077866698704,0.5895522388059702
2,2,S,5.0,5,0.6776628537815723,0.8984239289498187,0.6604477611940298
2,2,S,5.0,10,0.7090722899162838,0.9111014036992616,0.7052238805970149
2,4,C,,-5,0.5419407201563898,0.8308487833816083,0.4216417910447761
2,4,C,,0,0.7074631059794714,0.9020083944401359,0.582089552238806
2,4,C,,5,0.8141762569165394,0.9394815244942991,0.7201492537313433
2,4,C,,10,0.8908854017504061,0.967583396847771,0.7798507462686567
2,4,M,,-5,0.560581654412695,0.8665562987731865,0.5074626865671642
2,4,M,,0,0.6947697150192601,0.9139941146891258,0.6417910447761194
2,4,M,,5,0.7934130531469251,0.9503728302444551,0.6977611940298507
2,4,M,,10,0.8455623575926562,0.96632314401373,0.7761194029850746
2,4,S,5.0,-5,0.5598262127585906,0.8341109820452022,0.4664179104477612
2,4,S,5.0,0,0.7059319251037098,0.9000144075270702,0.6156716417910447
2,4,S,5.0,5,0.8054405034565806,0.9472407474904657,0.7164179104477612
2,4,S,5.0,10,0.8670815727385982,0.9688826656973161,0.7910447761194029
2,8,C,,-5,0.492090241631374,0.817244134156323,0.3880597014925373
2,8,C,,0,0.6802951087036588,0.894957862851631,0.5597014925373134
2,8,C,,5,0.791584302492324,0.9328499671885268,0.7164179104477612
2,8,C,,10,0.8752484502771066,0.9626207220694789,0.7910447761194029
2,8,M,,-5,0.6701761223642452,0.9019159933094671,0.6268656716417911
2,8,M,,0,0.8218792943966794,0.9445264957448379,0.7873134328358209
2,8,M,,5,0.9104642562184395,0.972530481955305,0.8283582089552238
2,8,M,,10,0.9409583359893517,0.9849485103048969,0.8694029850746269
2,8,S,5.0,-5,0.667046474593156,0.892612763786454,0.5708955223880597
2,8,S,5.0,0,0.8121049173024165,0.9408791878267629,0.7574626865671642
2,8,S,5.0,5,0.8790651166310822,0.9657199918714084,0.8022388059701493
2,8,S,5.0,10,0.9215136758290766,0.9808654939804524,0.8507462686567164
2,16,C,,-5,0.535409843303513,0.8283628701335759,0.40671641791044777
2,16,C,,0,0.7134397495185135,0.901702802170811,0.5298507462686567
2,16,C,,5,0.8370949689197499,0.9421339728891038,0.6977611940298507
2,16,C,,10,0.8977511872343245,0.9670268392341911,0.8022388059701493
2,16,M,,-5,0.7258379876004641,0.913393397222758,0.6343283582089553
2,16,M,,0,0.8409896087659938,0.9549246817392941,0.746268656716418
2,16,M,,5,0.903610013404467,0.9717826311731504,0.8208955223880597
2,16,M,,10,0.936540031780405,0.9824832764627054,0.8619402985074627
2,16,S,5.0,-5,0.6292201921066383,0.8676187422560467,0.5597014925373134
2,16,S,5.0,0,0.8023422974138429,0.929079816534535,0.7313432835820896
2,16,S,5.0,5,0.8839500282493467,0.9598262942432915,0.8208955223880597
2,16,S,5.0,10,0.9234632936266797,0.9740298451307441,0.8731343283582089
2,32,C,,-5,0.5703496304958845,0.8384672162839504,0.44776119402985076
2,32,C,,0,0.7401345484747165,0.9169045279058509,0.585820895522388
2,32,C,,5,0.8379285026377623,0.9512190000528576,0.7089552238805971
2,32,C,,10,0.9041115951234762,0.9731920641818537,0.7835820895522388
2,32,M,,-5,0.7708252950600988,0.9308637631940948,0.7164179104477612
2,32,M,,0,0.8839235739661557,0.9674963640633614,0.7910447761194029
2,32,M,,5,0.9479778664946229,0.9861536663739505,0.8731343283582089
2,32,M,,10,0.9633633666800436,0.9897036627996391,0.9029850746268657
2,32,S,5.0,-5,0.7071525154738797,0.9073214437866521,0.5932835820895522
2,32,S,5.0,0,0.8221477473022217,0.951725552549177,0.746268656716418
2,32,S,5.0,5,0.9082793311810479,0.9758308023366956,0.8283582089552238
2,32,S,5.0,10,0.9428125438512179,0.9843269577340029,0.8805970149253731
3,2,C,,-5,0.5268767374455624,0.8221438520307656,0.44776119402985076
3,2,C,,0,0.6817893270566998,0.8954463926957151,0.5708955223880597
3,2,C,,5,0.7790701496997781,0.9288634277518034,0.6940298507462687
3,2,C,,10,0.8575603641151844,0.9515668606458397,0.7947761194029851
3,2,M,,-5,0.6058675197538338,0.852252691068265,0.5410447761194029
3,2,M,,0,0.6906947236591636,0.8855971861465386,0.6268656716417911
3,2,M,,5,0.7671165062730552,0.9161922325964785,0.7014925373134329
3,2,M,,10,0.8146225847441979,0.9373875558846079,0.7126865671641791
3,2,S,5.0,-5,0.5844842838184459,0.8407470607535092,0.4701492537313433
3,2,S,5.0,0,0.737770904934212,0.9041999911476682,0.6044776119402985
3,2,S,5.0,5,0.8236990482137581,0.9368168231299864,0.7164179104477612
3,2,S,5.0,10,0.866307810287965,0.9517007000385042,0.7388059701492538
3,4,C,,-5,0.5722069640464407,0.8416407670334417,0.45149253731343286
3,4,C,,0,0.7476339981328495,0.9147279107531034,0.6194029850746269
3,4,C,,5,0.8494415083633259,0.9545298624599232,0.746268656716418
3,4,C,,10,0.910410317509486,0.9742716677877248,0.8171641791044776
3,4,M,,-5,0.6660038783241092,0.8733943420198119,0.6529850746268657
3,4,M,,0,0.7895650476930183,0.9201366866825643,0.7238805970149254
3,4,M,,5,0.845201291009598,0.9477381018847842,0.7686567164179104
3,4,M,,10,0.8926249462830258,0.9656908586310744,0.8246268656716418
3,4,S,5.0,-5,0.6764885674783434,0.8912187014769889,0.5746268656716418
3,4,S,5.0,0,0.8269626175419686,0.948351171337241,0.6902985074626866
3,4,S,5.0,5,0.890909613772318,0.9620981859798535,0.7947761194029851
3,4,S,5.0,10,0.9351763167396616,0.979175176765687,0.8544776119402985
3,8,C,,-5,0.5579536130027349,0.8427954124030462,0.417910447761194
3,8,C,,0,0.7408689167253032,0.9120109704940133,0.5970149253731343
3,8,C,,5,0.822788589171011,0.9443772467441669,0.6977611940298507
3,8,C,,10,0.8836750581262691,0.9665733555690247,0.7985074626865671
3,8,M,,-5,0.678683899267327,0.8938948735943064,0.6380597014925373
3,8,M,,0,0.8040322774213003,0.9413261399708862,0.7649253731343284
3,8,M,,5,0.8868596993931958,0.9654085224157498,0.835820895522388
3,8,M,,10,0.9054426580521628,0.9755002057813833,0.8731343283582089
3,8,S,5.0,-5,0.6443184749229095,0.8761916696875824,0.5634328358208955
3,8,S,5.0,0,0.8232674300303956,0.9422956290281482,0.7425373134328358
3,8,S,5.0,5,0.9204052289316574,0.9750780042043126,0.8432835820895522
3,8,S,5.0,10,0.945978726604838,0.9842386509534995,0.8619402985074627
3,16,C,,-5,0.5681920419893217,0.845453808833101,0.417910447761194
3,16,C,,0,0.7392023501013817,0.9129189115516739,0.585820895522388
3,16,C,,5,0.8274094847500338,0.9428332346590886,0.7126865671641791
3,16,C,,10,0.8932261564114151,0.9711549558950215,0.7798507462686567
3,16,M,,-5,0.7076429565031663,0.9114746142121307,0.5970149253731343
3,16,M,,0,0.8392816527848161,0.9605544490135808,0.7723880597014925
3,16,M,,5,0.9187457379524722,0.9812622084429742,0.8656716417910447
3,16,M,,10,0.9579722159147638,0.9876504798288467,0.9029850746268657
3,16,S,5.0,-5,0.7014304347772143,0.9013348039504433,0.6268656716417911
3,16,S,5.0,0,0.8360006095034932,0.9478981165934247,0.7686567164179104
