seed,k,train_condition,train_snr,test_snr,class_idx,class_name,ap,auc,precision,recall,f1
0,2,M,,-5,4,HumpbackWhale,0.4332016605382216,0.685566000783392,0.5714285714285443,0.26086956521738563,0.35820895522343954
0,2,M,,-5,5,KillerWhale,0.7686631563677714,0.9199325747998315,0.7045454545454385,0.7380952380952205,0.7209302325576229
0,2,M,,-5,6,NorthernRightWhale,0.4197923319850549,0.6866874395616204,0.4062499999999873,0.31707317073169955,0.35616438356114166
0,2,M,,0,0,BottlenoseDolphin,0.5812635514216188,0.9172932330827068,0.5833333333333091,0.666666666666635,0.6222222222216968
0,2,M,,0,1,BowheadWhale,0.5305165906145194,0.8261498708010335,0.5192307692307593,0.6279069767441714,0.5684210526310715
0,2,M,,0,2,ClymeneDolphin,0.710278974723198,0.9277519379844961,0.6744186046511471,0.6744186046511471,0.6744186046506471
0,2,M,,0,3,Frasherdolphin,0.7538194059653884,0.9148569915254238,0.6190476190476043,0.8124999999999746,0.7027027027021927
0,2,M,,0,4,HumpbackWhale,0.5608621590136731,0.7620446533490011,0.666666666666642,0.3913043478260784,0.4931506849310272
0,2,M,,0,5,KillerWhale,0.8402925506319796,0.9655499367888749,0.7346938775510053,0.8571428571428367,0.7912087912082767
0,2,M,,0,6,NorthernRightWhale,0.46337898244215603,0.7458901901794349,0.5483870967741759,0.4146341463414533,0.4722222222217188
0,2,M,,5,0,BottlenoseDolphin,0.808282986862685,0.9597069597069597,0.7142857142856803,0.7142857142856803,0.7142857142851803
0,2,M,,5,1,BowheadWhale,0.5774206828080615,0.8398966408268734,0.5882352941176355,0.6976744186046349,0.6382978723399155
0,2,M,,5,2,ClymeneDolphin,0.7840844937477828,0.9627906976744186,0.7906976744185862,0.7906976744185862,0.7906976744180861
0,2,M,,5,3,Frasherdolphin,0.8479310556006665,0.932468220338983,0.72972972972971,0.8437499999999736,0.7826086956516537
0,2,M,,5,4,HumpbackWhale,0.6283189479733353,0.8066000783392088,0.7647058823529187,0.5652173913043356,0.649999999999495
0,2,M,,5,5,KillerWhale,0.8733984468875617,0.9819848293299621,0.8199999999999835,0.9761904761904528,0.8913043478255712
0,2,M,,5,6,NorthernRightWhale,0.5115726684324031,0.8022993445793488,0.5937499999999815,0.46341463414633016,0.5205479452049727
0,2,M,,10,0,BottlenoseDolphin,0.8914396668159196,0.965490649701176,0.8333333333332871,0.7142857142856803,0.7692307692302327
0,2,M,,10,1,BowheadWhale,0.6093047576515837,0.8649095607235142,0.599999999999988,0.6976744186046349,0.6451612903220696
0,2,M,,10,2,ClymeneDolphin,0.8651045055426962,0.9768475452196382,0.8181818181817996,0.8372093023255619,0.8275862068960327
0,2,M,,10,3,Frasherdolphin,0.8820256998444116,0.9551112288135593,0.7499999999999791,0.8437499999999736,0.7941176470583018
0,2,M,,10,4,HumpbackWhale,0.6492972463684559,0.8453779866823344,0.6842105263157714,0.5652173913043356,0.6190476190471088
0,2,M,,10,5,KillerWhale,0.9247471505269018,0.9878845343447114,0.7884615384615232,0.9761904761904528,0.8723404255314019
0,2,M,,10,6,NorthernRightWhale,0.5553795423201411,0.8371118512947244,0.6333333333333122,0.46341463414633016,0.5352112676051307
0,2,S,5.0,-5,0,BottlenoseDolphin,0.5221713128892052,0.8679390784653942,0.6428571428570969,0.4285714285714082,0.514285714285205
0,2,S,5.0,-5,1,BowheadWhale,0.547155783607373,0.8100258397932817,0.5434782608695534,0.5813953488371958,0.5617977528084767
0,2,S,5.0,-5,2,ClymeneDolphin,0.5402456095428323,0.773953488372093,0.3606557377049121,0.5116279069767322,0.4230769230764299
0,2,S,5.0,-5,3,Frasherdolphin,0.6137164519556765,0.934322033898305,0.42187499999999345,0.8437499999999736,0.5624999999995438
0,2,S,5.0,-5,4,HumpbackWhale,0.28992589999500296,0.6118292205248727,0.4444444444444198,0.1739130434782571,0.2499999999995879
0,2,S,5.0,-5,5,KillerWhale,0.7762910595948875,0.9358407079646018,0.7428571428571216,0.6190476190476043,0.6753246753241617
0,2,S,5.0,-5,6,NorthernRightWhale,0.3599611177505542,0.7105404534221554,0.4333333333333189,0.31707317073169955,0.3661971830980932
0,2,S,5.0,0,0,BottlenoseDolphin,0.7477111228118059,0.9340659340659341,0.7499999999999533,0.5714285714285443,0.6486486486481229
0,2,S,5.0,0,1,BowheadWhale,0.5903481536125265,0.8303875968992248,0.5471698113207444,0.6744186046511471,0.6041666666661595
0,2,S,5.0,0,2,ClymeneDolphin,0.6866582367611448,0.8929198966408268,0.5306122448979483,0.6046511627906835,0.5652173913038376
0,2,S,5.0,0,3,Frasherdolphin,0.8117964076809844,0.9589512711864406,0.5599999999999887,0.8749999999999726,0.6829268292677999
0,2,S,5.0,0,4,HumpbackWhale,0.3951870972273387,0.6712690951821387,0.5384615384615178,0.3043478260869499,0.38888888888841666
0,2,S,5.0,0,5,KillerWhale,0.9050626559375511,0.9726085124315212,0.8222222222222039,0.88095238095236,0.8505747126431591
0,2,S,5.0,0,6,NorthernRightWhale,0.44017745051335716,0.7740410443752016,0.5517241379310155,0.39024390243901486,0.4571428571423588
0,2,S,5.0,5,0,BottlenoseDolphin,0.829067102106318,0.9666473877000192,0.9285714285713622,0.6190476190475896,0.7428571428566203
0,2,S,5.0,5,1,BowheadWhale,0.6214275270035758,0.8509560723514212,0.4833333333333253,0.6744186046511471,0.5631067961160074
0,2,S,5.0,5,2,ClymeneDolphin,0.7938296055868579,0.937984496124031,0.6363636363636219,0.6511627906976593,0.6436781609190254
0,2,S,5.0,5,3,Frasherdolphin,0.8865959316942725,0.9792108050847457,0.5918367346938654,0.9062499999999716,0.7160493827155535
0,2,S,5.0,5,4,HumpbackWhale,0.40349242834712706,0.6939874657265962,0.48275862068963854,0.3043478260869499,0.37333333333284907
0,2,S,5.0,5,5,KillerWhale,0.9032330199462297,0.9846186262115466,0.8478260869565033,0.9285714285714064,0.8863636363631172
0,2,S,5.0,5,6,NorthernRightWhale,0.5406537927274198,0.8252927903728378,0.5769230769230548,0.3658536585365764,0.44776119402936243
0,2,S,5.0,10,0,BottlenoseDolphin,0.8870707798854254,0.9770580296896085,0.9999999999999376,0.7619047619047257,0.8648648648643273
0,2,S,5.0,10,1,BowheadWhale,0.6481541626000802,0.8706976744186046,0.460317460317453,0.6744186046511471,0.5471698113202622
0,2,S,5.0,10,2,ClymeneDolphin,0.8061661925984837,0.9650645994832041,0.7435897435897245,0.6744186046511471,0.7073170731702156
0,2,S,5.0,10,3,Frasherdolphin,0.9157260191692913,0.9872881355932204,0.6199999999999876,0.9687499999999697,0.7560975609751154
0,2,S,5.0,10,4,HumpbackWhale,0.4093397648625655,0.7061300430865647,0.5199999999999793,0.2826086956521678,0.36619718309812505
0,2,S,5.0,10,5,KillerWhale,0.9383157950579655,0.9888327012220818,0.812499999999983,0.9285714285714064,0.8666666666661496
0,2,S,5.0,10,6,NorthernRightWhale,0.5857693894873347,0.8709573439346728,0.6296296296296063,0.4146341463414533,0.4999999999995065
0,4,C,,-5,0,BottlenoseDolphin,0.5706147597947694,0.8783497204549835,0.45454545454543394,0.47619047619045357,0.46511627906924613
0,4,C,,-5,1,BowheadWhale,0.4993539559387643,0.8175710594315246,0.6363636363635785,0.1627906976744148,0.25925925925892523
0,4,C,,-5,2,ClymeneDolphin,0.6483809064447832,0.9000516795865634,0.6969696969696758,0.5348837209302201,0.6052631578942295
0,4,C,,-5,3,Frasherdolphin,0.46788549086162307,0.870365466101695,0.23770491803278496,0.9062499999999716,0.37662337662304246
0,4,C,,-5,4,HumpbackWhale,0.6788811153410158,0.826478652565609,0.8333333333332871,0.32608695652173203,0.46874999999958106
0,4,C,,-5,5,KillerWhale,0.8100820562784645,0.95448798988622,0.7027027027026836,0.6190476190476043,0.6582278481007511
0,4,C,,-5,6,NorthernRightWhale,0.3522165181745389,0.7223595143440421,0.47999999999998083,0.2926829268292611,0.363636363635882
0,4,C,,0,0,BottlenoseDolphin,0.7715083497679416,0.9099672257566994,0.6086956521738867,0.666666666666635,0.6363636363631084
0,4,C,,0,1,BowheadWhale,0.6642868790577475,0.8948837209302325,0.7692307692307101,0.2325581395348783,0.35714285714248784
0,4,C,,0,2,ClymeneDolphin,0.8850613684833327,0.9840826873385013,0.7906976744185862,0.7906976744185862,0.7906976744180861
0,4,C,,0,3,Frasherdolphin,0.6480614664768592,0.941207627118644,0.3529411764705841,0.9374999999999707,0.5128205128201067
0,4,C,,0,4,HumpbackWhale,0.8351343958945984,0.8986486486486488,0.8749999999999726,0.6086956521738998,0.7179487179482157
0,4,C,,0,5,KillerWhale,0.9218327210527384,0.9832490518331226,0.7499999999999829,0.7857142857142669,0.7674418604645986
0,4,C,,0,6,NorthernRightWhale,0.4686514567738947,0.8096056731492425,0.6071428571428354,0.4146341463414533,0.4927536231879091
0,4,C,,5,0,BottlenoseDolphin,0.8334324466945601,0.9329091960670907,0.6799999999999728,0.809523809523771,0.7391304347820803
0,4,C,,5,1,BowheadWhale,0.8029986685704875,0.9499741602067183,0.8518518518518203,0.5348837209302201,0.6571428571423644
0,4,C,,5,2,ClymeneDolphin,0.9624529738694692,0.9940051679586563,0.9024390243902218,0.8604651162790498,0.8809523809518601
0,4,C,,5,3,Frasherdolphin,0.8685285083568428,0.9735169491525424,0.4999999999999919,0.9687499999999697,0.6595744680846433
0,4,C,,5,4,HumpbackWhale,0.8891575650151039,0.9324324324324326,0.8571428571428367,0.7826086956521568,0.8181818181813005
0,4,C,,5,5,KillerWhale,0.9481124250038602,0.9891487568478718,0.812499999999983,0.9285714285714064,0.8666666666661496
0,4,C,,5,6,NorthernRightWhale,0.6464396604836289,0.8847104330074138,0.7391304347825766,0.4146341463414533,0.5312499999995229
0,4,C,,10,0,BottlenoseDolphin,0.8613634465778338,0.9527665317139001,0.7727272727272376,0.809523809523771,0.7906976744180682
0,4,C,,10,1,BowheadWhale,0.9026945432761284,0.9710594315245478,0.9032258064515838,0.6511627906976593,0.7567567567562494
0,4,C,,10,2,ClymeneDolphin,0.9785881411957387,0.9962790697674418,0.9130434782608496,0.9767441860464888,0.9438202247185803
0,4,C,,10,3,Frasherdolphin,0.932515770948039,0.9849046610169492,0.6595744680850923,0.9687499999999697,0.7848101265817766
0,4,C,,10,4,HumpbackWhale,0.9309439495312695,0.9605366235801017,0.9499999999999762,0.8260869565217211,0.88372093023204
0,4,C,,10,5,KillerWhale,0.9734251656187031,0.9946270543615676,0.8076923076922922,0.9999999999999761,0.8936170212760822
0,4,C,,10,6,NorthernRightWhale,0.8188122549513372,0.9285484044267754,0.7999999999999734,0.5853658536585222,0.6760563380276619
0,4,M,,-5,0,BottlenoseDolphin,0.4610358443305851,0.9385000963948333,0.3953488372092931,0.809523809523771,0.5312499999995424
0,4,M,,-5,1,BowheadWhale,0.46105016495821577,0.7954521963824288,0.6296296296296063,0.3953488372092931,0.4857142857137979
0,4,M,,-5,2,ClymeneDolphin,0.7280144561522202,0.9189664082687339,0.7499999999999766,0.5581395348837079,0.6399999999994935
0,4,M,,-5,3,Frasherdolphin,0.7727509713874796,0.934322033898305,0.6222222222222084,0.8749999999999726,0.7272727272722225
0,4,M,,-5,4,HumpbackWhale,0.7162059554799671,0.851449275362319,0.682926829268276,0.6086956521738998,0.643678160919027
0,4,M,,-5,5,KillerWhale,0.9205286142072223,0.9796670880741677,0.8857142857142604,0.7380952380952205,0.8051948051942884
0,4,M,,-5,6,NorthernRightWhale,0.3180700126672638,0.6292038250778984,0.3111111111111042,0.341463414634138,0.3255813953483307
0,4,M,,0,0,BottlenoseDolphin,0.5843084726713211,0.9402352033930981,0.4615384615384497,0.8571428571428164,0.5999999999995249
0,4,M,,0,1,BowheadWhale,0.48678213708400714,0.8383462532299742,0.6333333333333122,0.44186046511626875,0.520547945204981
0,4,M,,0,2,ClymeneDolphin,0.8665579684618844,0.96671834625323,0.8285714285714049,0.6744186046511471,0.7435897435892298
0,4,M,,0,3,Frasherdolphin,0.8301297397968421,0.949417372881356,0.6923076923076745,0.8437499999999736,0.7605633802811735
0,4,M,,0,4,HumpbackWhale,0.792684967418568,0.8810223266745006,0.7209302325581227,0.6739130434782462,0.6966292134826308
0,4,M,,0,5,KillerWhale,0.9590141332028971,0.9905183312262958,0.8999999999999775,0.8571428571428367,0.8780487804872837
0,4,M,,0,6,NorthernRightWhale,0.4490865786318394,0.6959277962823681,0.4047619047618951,0.4146341463414533,0.40963855421635764
0,4,M,,5,0,BottlenoseDolphin,0.7910906117021623,0.9259687680740312,0.5806451612903039,0.8571428571428164,0.6923076923071841
0,4,M,,5,1,BowheadWhale,0.5423903452000969,0.8770025839793282,0.6333333333333122,0.44186046511626875,0.520547945204981
0,4,M,,5,2,ClymeneDolphin,0.8938774647015728,0.9819121447028424,0.8857142857142604,0.7209302325581227,0.7948717948712798
0,4,M,,5,3,Frasherdolphin,0.8996024522162378,0.9835805084745763,0.7368421052631384,0.8749999999999726,0.7999999999994808
0,4,M,,5,4,HumpbackWhale,0.8588879717335699,0.9068742655699177,0.7999999999999822,0.7826086956521568,0.7912087912082738
0,4,M,,5,5,KillerWhale,0.9720544283701013,0.9934681837336704,0.9069767441860254,0.9285714285714064,0.9176470588230079
0,4,M,,5,6,NorthernRightWhale,0.5383390423121988,0.7871494573976576,0.4565217391304248,0.512195121951207,0.48275862068914566
0,4,M,,10,0,BottlenoseDolphin,0.795394395447014,0.898014266435319,0.6206896551723924,0.8571428571428164,0.719999999999484
0,4,M,,10,1,BowheadWhale,0.5858652162248575,0.9059431524547803,0.6874999999999785,0.5116279069767322,0.5866666666661616
0,4,M,,10,2,ClymeneDolphin,0.8717582160392086,0.9872868217054264,0.8947368421052395,0.7906976744185862,0.8395061728389871
0,4,M,,10,3,Frasherdolphin,0.9317465261838395,0.988479872881356,0.8055555555555332,0.9062499999999716,0.8529411764700647
0,4,M,,10,4,HumpbackWhale,0.8971155387232009,0.9429103016059538,0.8444444444444257,0.8260869565217211,0.8351648351643167
0,4,M,,10,5,KillerWhale,0.9779538898704739,0.9950484618626212,0.8888888888888691,0.9523809523809297,0.9195402298845369
0,4,M,,10,6,NorthernRightWhale,0.5948420424938048,0.8198130439454174,0.5348837209302201,0.5609756097560838,0.5476190476185346
0,4,S,5.0,-5,0,BottlenoseDolphin,0.436702229371114,0.9084249084249084,0.35999999999999277,0.8571428571428164,0.5070422535206958
0,4,S,5.0,-5,1,BowheadWhale,0.4635013427881953,0.8155038759689922,0.5135135135134996,0.44186046511626875,0.47499999999949094
0,4,S,5.0,-5,2,ClymeneDolphin,0.731393008354068,0.9063565891472868,0.6666666666666464,0.5116279069767322,0.578947368420546
0,4,S,5.0,-5,3,Frasherdolphin,0.7414536051430854,0.9458421610169492,0.6585365853658376,0.8437499999999736,0.7397260273967475
0,4,S,5.0,-5,4,HumpbackWhale,0.7873050527186884,0.8691735213474343,0.7749999999999806,0.6739130434782462,0.720930232557625
0,4,S,5.0,-5,5,KillerWhale,0.8926380004603498,0.9585967130214919,0.9062499999999716,0.690476190476174,0.7837837837832717
0,4,S,5.0,-5,6,NorthernRightWhale,0.2865724243361314,0.690340603846567,0.3714285714285608,0.31707317073169955,0.3421052631573888
0,4,S,5.0,0,0,BottlenoseDolphin,0.6626056117782892,0.9618276460381723,0.49999999999998684,0.9047619047618618,0.6440677966096892
0,4,S,5.0,0,1,BowheadWhale,0.5742320747095894,0.8570542635658915,0.599999999999985,0.5581395348837079,0.5783132530115349
0,4,S,5.0,0,2,ClymeneDolphin,0.9122375943421261,0.9697157622739018,0.8918918918918678,0.7674418604650984,0.8249999999994821
0,4,S,5.0,0,3,Frasherdolphin,0.8323813655429484,0.9601430084745763,0.7777777777777561,0.8749999999999726,0.8235294117641833
0,4,S,5.0,0,4,HumpbackWhale,0.860793534061802,0.9246964355660008,0.7659574468084943,0.7826086956521568,0.7741935483865802
0,4,S,5.0,0,5,KillerWhale,0.9559512309007882,0.9844079224610198,0.9487179487179244,0.88095238095236,0.9135802469130583
0,4,S,5.0,0,6,NorthernRightWhale,0.40259125950567104,0.7618996454281723,0.5483870967741759,0.4146341463414533,0.4722222222217188
0,4,S,5.0,5,0,BottlenoseDolphin,0.7462819988304095,0.9622132253711202,0.59999999999998,0.8571428571428164,0.7058823529406644
0,4,S,5.0,5,1,BowheadWhale,0.6450248383127651,0.9073901808785529,0.5681818181818052,0.5813953488371958,0.5747126436776477
0,4,S,5.0,5,2,ClymeneDolphin,0.9417523205270633,0.9849095607235141,0.9444444444444181,0.7906976744185862,0.8607594936703681
0,4,S,5.0,5,3,Frasherdolphin,0.9080058857467731,0.9872881355932204,0.8484848484848228,0.8749999999999726,0.8615384615379351
0,4,S,5.0,5,4,HumpbackWhale,0.8717723073131316,0.9261652957305131,0.7399999999999852,0.804347826086939,0.770833333332818
0,4,S,5.0,5,5,KillerWhale,0.9754163570189982,0.993889591234724,0.9047619047618832,0.9047619047618832,0.9047619047613833
0,4,S,5.0,5,6,NorthernRightWhale,0.4838167595752371,0.8009025464703986,0.5151515151514995,0.4146341463414533,0.4594594594589529
0,4,S,5.0,10,0,BottlenoseDolphin,0.769678938099186,0.9668401773664931,0.6538461538461288,0.809523809523771,0.7234042553186237
0,4,S,5.0,10,1,BowheadWhale,0.7576012728922932,0.9406718346253229,0.6222222222222084,0.6511627906976593,0.6363636363631221
0,4,S,5.0,10,2,ClymeneDolphin,0.9442761613599905,0.9886304909560724,0.9230769230768994,0.8372093023255619,0.8780487804872846
0,4,S,5.0,10,3,Frasherdolphin,0.9543165202633993,0.993114406779661,0.8749999999999726,0.8749999999999726,0.8749999999994725
0,4,S,5.0,10,4,HumpbackWhale,0.8973227300939085,0.949177438307873,0.7169811320754581,0.8260869565217211,0.7676767676762546
0,4,S,5.0,10,5,KillerWhale,0.9830869656889842,0.9962073324905183,0.9069767441860254,0.9285714285714064,0.9176470588230079
0,4,S,5.0,10,6,NorthernRightWhale,0.5605830720476933,0.8373267433114859,0.59999999999998,0.4390243902438917,0.5070422535206244
0,8,C,,-5,0,BottlenoseDolphin,0.5637671299286287,0.9053402737613264,0.3684210526315692,0.666666666666635,0.474576271185966
0,8,C,,-5,1,BowheadWhale,0.4107235767452424,0.7931782945736434,0.59999999999988,0.06976744186046349,0.12499999999980817
0,8,C,,-5,2,ClymeneDolphin,0.6238181188669336,0.8815503875968992,0.5454545454545289,0.41860465116278095,0.473684210525812
0,8,C,,-5,3,Frasherdolphin,0.600009144263567,0.8682468220338984,0.20799999999999835,0.8124999999999746,0.3312101910824738
0,8,C,,-5,4,HumpbackWhale,0.6171387340512504,0.8354876615746182,0.6818181818181509,0.32608695652173203,0.4411764705877846
0,8,C,,-5,5,KillerWhale,0.7308681307880841,0.9176148335440371,0.7499999999999732,0.49999999999998807,0.5999999999995028
0,8,C,,-5,6,NorthernRightWhale,0.3763558421201911,0.7510475985817125,0.47058823529409,0.19512195121950743,0.2758620689650933
0,8,C,,0,0,BottlenoseDolphin,0.7859608019373376,0.9452477347214189,0.42105263157893624,0.7619047619047257,0.5423728813554552
0,8,C,,0,1,BowheadWhale,0.56729720997451,0.8508527131782946,0.59999999999994,0.13953488372092698,0.22641509433930795
0,8,C,,0,2,ClymeneDolphin,0.8911982392874307,0.9811886304909561,0.8648648648648415,0.7441860465116106,0.7999999999994828
0,8,C,,0,3,Frasherdolphin,0.7657543016639139,0.9414724576271186,0.2884615384615357,0.9374999999999707,0.441176470587869
0,8,C,,0,4,HumpbackWhale,0.7850950351500194,0.8917939678809244,0.9166666666666285,0.47826086956520697,0.6285714285709599
0,8,C,,0,5,KillerWhale,0.8388475313890215,0.9499578592498946,0.787878787878764,0.6190476190476043,0.693333333332822
0,8,C,,0,6,NorthernRightWhale,0.47413041104851045,0.8143332975179972,0.5454545454545207,0.2926829268292611,0.3809523809519143
0,8,C,,5,0,BottlenoseDolphin,0.8140510180996944,0.9654906497011759,0.5454545454545289,0.8571428571428164,0.6666666666661665
0,8,C,,5,1,BowheadWhale,0.7023824223138287,0.9100775193798449,0.818181818181781,0.41860465116278095,0.5538461538456889
0,8,C,,5,2,ClymeneDolphin,0.9637038541919765,0.9943152454780362,0.8999999999999775,0.8372093023255619,0.8674698795175521
0,8,C,,5,3,Frasherdolphin,0.9004268541746928,0.9725900423728813,0.42465753424656955,0.9687499999999697,0.5904761904757555
0,8,C,,5,4,HumpbackWhale,0.8619588991848071,0.9257735996866432,0.8571428571428367,0.7826086956521568,0.8181818181813005
0,8,C,,5,5,KillerWhale,0.9191195453159291,0.9751369574378423,0.8888888888888642,0.7619047619047438,0.8205128205123023
0,8,C,,5,6,NorthernRightWhale,0.5856288662413641,0.8584936069625013,0.7272727272726943,0.39024390243901486,0.5079365079360372
0,8,C,,10,0,BottlenoseDolphin,0.8954924997439374,0.9793715056872951,0.6206896551723924,0.8571428571428164,0.719999999999484
0,8,C,,10,1,BowheadWhale,0.8607437248203987,0.9489405684754523,0.8965517241379002,0.6046511627906835,0.7222222222217209
0,8,C,,10,2,ClymeneDolphin,0.977859908586665,0.9963824289405685,0.9302325581395132,0.9302325581395132,0.9302325581390131
0,8,C,,10,3,Frasherdolphin,0.9440651813902711,0.9856991525423728,0.4999999999999919,0.9687499999999697,0.6595744680846433
0,8,C,,10,4,HumpbackWhale,0.9218314802054141,0.9605366235801018,0.9268292682926603,0.8260869565217211,0.8735632183902862
0,8,C,,10,5,KillerWhale,0.9689090868329258,0.9911504424778761,0.9047619047618832,0.9047619047618832,0.9047619047613833
0,8,C,,10,6,NorthernRightWhale,0.7049802559701019,0.9123240571612765,0.7727272727272376,0.4146341463414533,0.5396825396820679
0,8,M,,-5,0,BottlenoseDolphin,0.6018318111567539,0.9182571814150762,0.3953488372092931,0.809523809523771,0.5312499999995424
0,8,M,,-5,1,BowheadWhale,0.6813615195070811,0.9017054263565892,0.5999999999999891,0.7674418604650984,0.6734693877545957
0,8,M,,-5,2,ClymeneDolphin,0.7922965960622269,0.9404651162790697,0.8399999999999664,0.4883720930232444,0.6176470588230463
0,8,M,,-5,3,Frasherdolphin,0.7794415753505484,0.9271716101694915,0.6756756756756573,0.7812499999999756,0.7246376811589019
0,8,M,,-5,4,HumpbackWhale,0.7124194818909713,0.8737759498629064,0.7419354838709439,0.4999999999999891,0.5974025974021009
0,8,M,,-5,5,KillerWhale,0.9117267640837057,0.9718710493046776,0.8372093023255619,0.8571428571428367,0.8470588235288918
0,8,M,,-5,6,NorthernRightWhale,0.48505182916795797,0.8007951004620179,0.4999999999999853,0.4146341463414533,0.4533333333328256
0,8,M,,0,0,BottlenoseDolphin,0.8626309756746335,0.9554655870445343,0.6538461538461288,0.809523809523771,0.7234042553186237
0,8,M,,0,1,BowheadWhale,0.8178094567274005,0.9319896640826874,0.6363636363636248,0.813953488372074,0.7142857142852073
0,8,M,,0,2,ClymeneDolphin,0.9317463730572099,0.9781912144702842,0.9090909090908815,0.6976744186046349,0.7894736842100142
0,8,M,,0,3,Frasherdolphin,0.8893283301174106,0.982123940677966,0.6923076923076745,0.8437499999999736,0.7605633802811735
0,8,M,,0,4,HumpbackWhale,0.8371221801271761,0.9388954171562868,0.8648648648648415,0.6956521739130284,0.7710843373488849
0,8,M,,0,5,KillerWhale,0.9514982715424736,0.9896755162241888,0.9024390243902218,0.88095238095236,0.8915662650597195
0,8,M,,0,6,NorthernRightWhale,0.6016933504656413,0.8700977758676265,0.5945945945945785,0.5365853658536455,0.564102564102051
0,8,M,,5,0,BottlenoseDolphin,0.9463609099553801,0.9730094466936572,0.8260869565217033,0.9047619047618618,0.8636363636358254
